InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV32001,Building maintenance services,Programmed Facility Management P/L,68042.47 AUD,31/03/2029,3630
INV32002,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,172579.29,15/08/2028,3623
INV32003,Waste management services,Cleanaway Waste Management Limited (AUS),0.2m,12/08/2027,3556
INV32004,Parking technology services,Showtime Event Group Pty Ltd (AUS),0.1m,11/03/2029,3670
INV32005,Management of Active Melbourne recreation facilities,Victorian,124207.62 AUD,11-Oct-2025,3615
INV32006,Waste management services,Cleanaway Waste Management Limited (AU),0.1m,25/03/2029,3556
INV32007,Tree management maintenance services,Citywide Service Solutions Pty. Ltd.,190298.95,16/02/2028,3678
INV32008,Integrated security services,national protective services pty ltd,0.2m,2029-11-07,3686
INV32009,Tree management maintenance services,Citywide Service Solutions P/L,1198.36,08/09/2025,3678
INV32010,Waste management services,Cleanaway Waste Mgmt Limited,57418.76,10 November 2025,3556
INV32011,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,"$154,597.87",14-Jul-2025,3615
INV32012,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),199851.6,29/03/25, 
INV32013,Vehicle tow away and impound services,Nadionwide Towing Services,83424.42,15/08/2029,3585
INV32014,Open spaces management - region 1,citywide service solutions pty ltd,10794.22 AUD,18/10/2025,3676
INV32015,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AU),0.1m,01/01/2028,3668
INV32016,Graffiti management and pressure cleaning services,Calcorp Services P/L,234721.2,20-Feb-2027,3668
INV32017,Vehicle tow away and impound services,Nationwide Towing Services,0.1m,27 May 2026,3585
INV32018,Melbourne Town Hall venue management,Showtime Event Group P/L,"$63,927.58",03/03/2028,3670
INV32019,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,76195.61 AUD,25/12/01,3676
INV32020,Management of Active Melbourne recreation facilities,Victorian  YMCA  Community  Programming  Pty  Ltd,0.0m,28-Jul-2025,3615
INV32021,Tree management maintenance services,Citywide Service ,67222.65,01 April 2027,3678
INV32022,Vehicle tow away and impound services,Nationwide Towing Services,61361.28,08/04/2025,3585
INV32023,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,72041.84 AUD,26/02/18,3670
INV32024,Street cleaning,SpotlessFacilityServicesPtyLtd,0.1m,26/08/31,3669
INV32025,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,0.2m,2027-05-07,3676
INV32026,Integrated security services,National,99180.67,05/01/2029,3686
INV32027,Open spaces management - region 1,Citywide  Service  Solutions  Pty  Ltd,0.1m,12/07/2028,3676
INV32028,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),0.2m,08/11/2025,3665
INV32029,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,24840.12 AUD,31-Jan-2028,3623
INV32030,Building cleaning services,menzies international (aust) pty ltd,"$61,174.76",10/06/2025,3634
INV32031,Tree management maintenance services,Citywide Service Solutions Pty Ltd,"$19,751.14",25/10/30,3678
INV32032,Street cleaning,Spotless Facility Services P/L,187307.76,2026-03-13,3669
INV32033,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,60228.29,04/11/2025,3615
INV32034,Building maintenance services,ProgrammedFacilityManagementPtyLtd,172350.19 AUD,08 April 2026,3630
INV32035,Vehicle tow away and impound services,Cleanaway  Waste  Management  Limited,213979.68,07/06/2025,3556
INV32036,Melbourne Town Hall venue management,showtime event group pty ltd,"$21,262.32",2028-12-14,3670
INV32037,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,65501.75,26/06/02,3668
INV32038,Tree management maintenance services,Citywide Sefvice Solutions Pty Ltd,201968.59,2029-04-08,3678
INV32039,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,54241.95,06/09/2028,3623
INV32040,Building maintenance services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,"$189,910.52",26/05/01,3630
INV32041,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),0.1m,31/12/2026,3676
INV32042,Street cleaning,Spotless Facility Services Pty Ltd,213575.72 AUD,30 April 2025,3669
INV32043,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,127476.72,04/09/2025,3678
INV32044,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,0.2m,09/03/2027,3670
INV32045,Tree management maintenance services,Citywide Service ,13908.53 AUD,27/07/03,3678
INV32046,Tree management maintenance services,Citywide Service Solutions Pty Ltd,"$162,134.52",15/06/2026,3678
INV32047,Graffiti management and pressure cleaning services,CalcorpServicesPtyLtd,0.1m,15/10/2027,3668
INV32048,Tree management maintenance services,Citywide,135198.38 AUD,29/08/11,3678
INV32049,Vehicle tow away and impound services,NationwideTowingServices,0.0m,18/11/2029,3585
INV32050,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,150327.86,08/07/2026,3678
INV32051,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,"$50,733.23",2026-09-28,3615
INV32052,Waste management services,Cleanaway Waste Management LTD,6633.4 AUD,27/09/30,3556
INV32053,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AU),188010.61,05 August 2027, 
INV32054,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,0.0m,02/12/2029,3676
INV32055,Management of Active Melbourne recreation facilities,Victorian  YMCA  Community  Programming  Pty  Ltd,"$55,426.49",05/11/2029,3615
INV32056,Tree management maintenance services,Citywide,24225.7,27/11/27,3678
INV32057,Open spaces management - region 2,Victorian  YMCA  Community  Programming  Pty  Ltd,"$196,646.86",24 July 2028, 
INV32058,Building cleaning services,Menzies,"$103,676.97",26/04/23,3634
INV32059,Vehicle tow away and impound services,Nationwide Towing Services,159854.55,2027-05-16,3585
INV32060,Vehicle tow away and impound services,Nationwide Towing Services (AU),75111.91,2025-07-17,3585
INV32061,Tree management maintenance services,Citywide Service Solutions P/L,181331.58,31/12/2025,3678
