InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV291001,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,0.2m,05-Aug-2025,3669
INV291002,Tree management maintenance services,citywide service solutions pty ltd,82180.5 AUD,25/09/01,3678
INV291003,Vehicle tow away and impound services,NationwideTowingServices,6923.72 AUD,2028-07-17,3585
INV291004,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,139782.37 AUD,24-Dec-2027,3678
INV291005,Building cleaning services,Menzies Internatio,0.2m,2026-07-30,3634
INV291006,Open spaces management - region 2,SERsO,62541.42 AUD,01 April 2029,3677
INV291007,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,91040.0,14 February 2027,3668
INV291008,Vehicle tow away and impound services,Nationwide Towing Services,80232.19 AUD,07 December 2029,3585
INV291009,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,48291.02 AUD,27/04/2029,3668
INV291010,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,75515.92,24-Jan-2025,3668
INV291011,Integrated security services,National Protectiv,40536.93 AUD,04/08/2026,3686
INV291012,Melbourne Town Hall venue management,ShowtimeEventGroupPtyLtd,0.1m,14/01/2028,3670
INV291013,Parking technology services,ReinoInternationalPtyLtdT/ADuncanSolutions,154601.51,10/11/2027,3623
INV291014,Building cleaning services,Menzies International (Aust) Pty. Ltd.,114805.07 AUD,15/04/2026,3634
INV291015,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,52487.07,10 September 2027,3615
INV291016,Graffiti management and pressure cleaning services,Calcorp  Services  Pty  Ltd,140335.27 AUD,18 July 2029,3668
INV291017,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,140487.29,07/04/2028,3678
INV291018,Civil infrastructure services,Citywide Service ,63657.61,06-Aug-2025,3665
INV291019,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,125304.2,26/06/21,3678
INV291020,Melbourne Town Hall venue management,ShowtimeEventGroupPtyLtd,56739.5,24-Oct-2025,3670
INV291021,Civil infrastructure services,citywide service solutions pty ltd,241022.3 AUD,08/10/2028,3665
INV291022,Building maintenance services,Programmed Facility Management P/L,227043.96 AUD,16/06/2029,3630
INV291023,Integrated security services,programmed facility management pty ltd,5258.09 AUD,14/06/2025,3630
INV291024,Open spaces management - region 2,SERCO,185710.71 AUD,18/12/2025,3677
INV291025,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),0.2m,13 December 2029,3665
INV291026,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming P/L,103929.43 AUD,01/06/2029,3615
INV291027,Open spaces management - region 2,Serco,0.2m,23 July 2027,3677
INV291028,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),"$202,282.21",16 April 2025,3665
INV291029,Building maintenance services,Programmed Facility Management Pty Ltd (AUS),"$112,831.27",22/12/2025,3630
INV291030,Open spaces management - region 2,serco,190813.95,19-Aug-2025,3677
INV291031,Management of Active Melbourne recreation facilities,Victorian YMCA Community Prograiming Pty Ltd,69535.32 AUD,11/07/2026,3615
INV291032,Vehicle tow away and impound services,Nationwide,233567.59,27/10/17,3585
INV291033,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$24,800.38",09-Aug-2027,3670
INV291034,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,199613.48,25/10/2026,3623
INV291035,Open spaces management - region 2,SERCO (AU),119003.35 AUD,2028-07-25,3677
INV291036,Building cleaning services,Menzies International (Aust) Pty Ltd,244663.01 AUD,28/11/26,3634
INV291037,Open spaces management - region 2,SERCO (AU),84649.89,22 January 2026,3677
INV291038,Civil infrastructure services,Cityside Service Solutions Pty Ltd,0.1m,10 September 2029,3665
INV291039,Parking technology services,Reino International Pty ,0.1m,07-Sep-2025,3623
INV291040,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,"$74,142.99",29 December 2028,3615
INV291041,Building cleaning services,MenziesInternational(Aust)PtyLtd,0.1m,22/10/2025,3634
INV291042,Management of Active Melbourne recreation facilities,Victorian YMCA Community Proxramming Pty Ltd,238292.66 AUD,21-Nov-2026,3615
INV291043,Open spaces management - region 1,Citywide,214615.24 AUD,04/10/2026,3676
INV291044,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,139574.42,25/09/22,3668
INV291045,Civil infrastructure services,Citywide Service Solutions Pty Ltd,0.1m,29/02/20,3665
INV291046,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,0.2m,28/02/2028,3623
INV291047,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,19686.16,2026-03-10,3676
INV291048,Melbourne Town Hall venue management,Showtime,0.1m,07/09/2027,3670
INV291049,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,0.1m,2027-12-07,3676
INV291050,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,28654.51,26/07/05,3678
INV291051,Integrated security services,National  Protective  Services  Pty  Ltd,0.2m,21-Dec-2029,3686
INV291052,Building cleaning services,Menzies  International  (Aust)  Pty  Ltd,166315.23,28/10/12,3634
INV291053,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),"$126,982.98",24/11/2025,3678
INV291054,Vehicle tow away and impound services,Nytionwide Towing Services,"$102,412.02",13 April 2027,3585
INV291055,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,179003.46,25/09/10,3623
INV291056,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),62116.83,09/10/2027,3670
INV291057,Integrated security services,National Protective Services Pty Ltd (AU),"$46,190.98",28/03/04,3686
INV291058,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),0.0m,22/02/2027,3676
INV291059,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,99984.54,2028-10-09,3668
INV291060,Waste management services,Cleanaway Waste Management Ltd,"$74,600.35",21/09/2026,3556
INV291061,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,34607.34,2028-08-30,3623
INV291062,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,99663.25,29/12/22,3585
INV291063,Street cleaning,Spotless Facility Services P/L,106997.66,19/04/2026,3669
INV291064,Street cleaning,Victorian Ymca Community Programming Pty Ltd,193982.16 AUD,26 April 2028,3615
INV291065,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,0.2m,21/08/2025,3678
INV291066,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,162579.0,02-Jul-2029,3676
INV291067,Building maintenance services,programmed facility management pty ltd,23571.85,21-Nov-2027,3630
INV291068,Integrated security services,National  Protective  Services  Pty  Ltd,138242.7 AUD,22/12/2027,3686
INV291069,Waste management services,Cleanaway Waste Management Limited (AU),0.0m,26 November 2025,3556
INV291070,Tree management maintenance services,Citywide Service Solutions Pty Ltd,138482.59 AUD,17-Jun-2025,3678
INV291071,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),43976.52,10/12/2026,3670
INV291072,Vehicle tow away and impound services,Nationwide Towing Services,118895.78,27/10/19,3585
INV291073,Building cleaning services,Menzies International (Aust) Pty Ltd,159855.85,27/11/22,3634
INV291074,Tree management maintenance services,Citywide Service Solutions Pty Ltd,0.1m,03-Sep-2025,3678
INV291075,Parking technology services,Reino International Pty ,133692.87,2025-05-29,3623
INV291076,Tree management maintenance services,Citywide Service Solutions Pty Ltd,"$108,489.48",28-Jan-2029,3678
INV291077,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,0.2m,27/03/02,3623
INV291078,Integrated security services,National Protective Services P/L,0.2m,19/05/2027,3686
INV291079,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,173093.53,20/03/2029,3669
INV291080,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,"$116,696.0",28/03/17, 
INV291081,Building cleaning services,Menzies,125704.75 AUD,29/04/25,3634
INV291082,Open spaces management - region 2,serco,"$184,329.57",2029-02-28,3677
INV291083,Tree management maintenance services,Citywide Service Solutions Pty. Ltd.,20938.72,01 April 2027,3678
INV291084,Open spaces management - region 2,SERCO,160367.2 AUD,10-Oct-2027,3677
INV291085,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$158,531.2",23/07/2026,3670
INV291086,Tree management maintenance services,Citywide,179763.95,07/01/2027,3678
INV291087,Tree management maintenance services,Citywide Service Solutions Pty Ltd,227172.59 AUD,26/02/16,3678
INV291088,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,28755.74,2028-01-21,3615
INV291089,Integrated security services,National Protectiv,0.2m,10 April 2029,3686
INV291090,Civil infrastructure services,citywide service solutions pty ltd,0.0m,16/09/2027,3665
INV291091,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,245007.07 AUD,08/07/2028,3670
INV291092,Building maintenance services,Victorian YMCA Community Programming Pty Ltd (AUS),22727.16 AUD,06/10/2027,3615
INV291093,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),109269.0,2029-12-26,3670
INV291094,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),65268.61 AUD,27-May-2028,3665
INV291095,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,"$131,502.21",03/11/2028,3630
INV291096,Integrated security services,National Protectiv,0.1m,14-Mar-2028,3686
INV291097,Open spaces management - region 1,Citywide Service Solutions P/L,0.1m,2028-09-19,3676
INV291098,Civil infrastructure services,Citywide Service Solutions Pty Ltd,"$235,858.6",04 August 2025,3665
INV291099,Graffiti management and pressure cleaning services,Calcorp  Services  Pty  Ltd,176469.83,21/02/2025,3668
INV291100,Street cleaning,National Protective Services Pty. Ltd.,"$243,151.12",29/08/2026,3686
INV291101,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AUS),"$195,332.49",10/12/2026,3668
INV291102,Vehicle tow away and impound services,Nationwide Towing Services,"$243,033.32",26/02/2029,3585
INV291103,Parking technology services,Reino International Pty Ltd T/A Duncan Snlutions,228050.49,01-Mar-2026,3623
INV291104,Civil infrastructure services,Citywide Service Solutions Pty Ltd,230620.48,25/09/04,3665
INV291105,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AUS),"$36,761.07",16/01/2027,3615
INV291106,Vehicle tow away and impound services,Nationwide Towing Services,"$47,551.48",04-Oct-2025,3585
INV291107,Vehicle tow away and impound services,Nationwide Towing Services,216720.18,14-Dec-2027,3585
INV291108,Vehicle tow away and impound services,Nationwide Towing Services,198485.94 AUD,2029-11-08,3585
INV291109,Tree management maintenance services,citywide service solutions pty ltd,0.1m,2027-08-24,3678
INV291110,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,98707.47 AUD,10 June 2025, 
INV291111,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,143556.88,30 October 2029,3678
INV291112,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,157215.38,04/03/2026,3615
INV291113,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$118,967.47",17 May 2025,3670
INV291114,Integrated security services,National Protectiv,"$121,196.05",30-Sep-2029,3686
INV291115,Tree management maintenance services,Citywide Service Solutions Pty Ltd,68902.4,16-Jan-2028,3678
INV291116,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,57956.49 AUD,2027-08-08,3670
INV291117,Street cleaning,Spotless Facility Services P/L,213762.79,28-Jun-2025,3669
INV291118,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,24397.73 AUD,01-Aug-2027, 
INV291119,Graffiti management and pressure cleaning services,Calcorp Services P/L,"$82,163.57",29 September 2027,3668
INV291120,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,201069.05,12/08/2026,3676
INV291121,Parking technology services,Reino International Pty ,0.1m,16 December 2027,3623
INV291122,Civil infrastructure services,Citywide  Service  Solutions  Pty  Ltd,168925.39 AUD,27/04/25,3665
INV291123,Open spaces management - region 1,Citywide Service Solutions PtywLtd,94208.46,29/06/20,3676
INV291124,Waste management services,CleanawayWasteManagementLimited,"$177,240.23",02 January 2025,3556
INV291125,Waste management services,Cleanaway Waste Mgmt Limited,"$187,047.47",2026-10-12,3556
INV291126,Street cleaning,Spotless Facility Services Pty Ltd,"$85,443.75",12-Feb-2028,3669
INV291127,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),178758.83 AUD,10 February 2026,3615
INV291128,Open spaces management - region 1,citywide service solutions pty ltd,"$102,259.19",22-Nov-2027,3676
INV291129,Building cleaning services,MENZIES INTERNATIONAL (AUST) PTY LTD,0.2m,15/05/2028,3634
INV291130,Management of Active Melbourne recreation facilities,National Protectiv,94464.86 AUD,28/01/24,3686
INV291131,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,10798.42,29/01/21,3615
INV291132,Waste management services,Cleanaway Waste Management Lieited,234010.45,28/03/2027,3556
INV291133,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,165559.97,15/09/2025,3585
INV291134,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,0.2m,19/08/2025,3623
INV291135,Building maintenance services,Programmed,35050.43,2029-03-28,3630
INV291136,Waste management services,CleanawayWasteManagementLimited,"$215,159.71",2027-02-06,3556
INV291137,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),0.1m,28/11/2026,3665
INV291138,Parking technology services,reino international pty ltd t/a duncan solutions,"$142,223.11",2028-01-31,3623
INV291139,Building cleaning services,Menzies International (Aust) Pty Ltd,0.2m,2029-01-02,3634
INV291140,Waste management services,cleanaway waste management limited,"$113,161.16",01 April 2025,3556
INV291141,Street cleaning,Spotless Facility Services Pty Ltd (AU),81929.08 AUD,26/02/06,3669
INV291142,Open spaces management - region 2,SERCO,"$119,956.16",03 October 2025,3677
INV291143,Melbourne Town Hall venue management,Showtime,165959.9,2026-07-13,3670
INV291144,Waste management services,Cleanaway Waste M,0.1m,21/11/2028,3556
INV291145,Waste management services,Nationwide Towing Services (AUS),222463.5 AUD,06-Aug-2026,3585
INV291146,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,0.1m,25/12/31,3668
INV291147,Integrated security services,National,57633.66 AUD,28 June 2029,3686
