InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV235001,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),177225.4 AUD,01/03/2025,3665
INV235002,Building maintenance services,Showtime Event Group Pty Ltd (AU),163866.55 AUD,25/04/2029,3670
INV235003,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,,26/12/30,3623
INV235004,Management of Active Melbourne recreation facilities,SERCO (AUS),120862.71,10-Feb-2025,3677
INV235005,Waste management services,cleanaway waste management limited,0.0m,15/05/2028,3556
INV235006,Building maintenance services,ProgrammedFacilityManagementPtyLtd,99129.44 AUD,12-Dec-2029,3630
INV235007,Civil infrastructure services,Citywide  Service  Solutions  Pty  Ltd,203444.08 AUD,27/08/2028,3665
INV235008,Vehicle tow away and impound services,Nationwide  Towing  Services,"$207,568.66",03/11/2025,3585
INV235009,Waste management services,Cleanaway Waste Management Limijed,6963.61,28/12/2027,3556
INV235010,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),0.2m,2029-04-29,3665
INV235011,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,222980.65 AUD,15 October 2029,3670
INV235012,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,0.1m,27/02/14,3668
INV235013,Vehicle tow away and impound services,Nationwide Towing Services,23024.38,23/02/2025,3585
INV235014,Open spaces management - region 1,Citywide,"$236,785.28",29/03/23,3676
INV235015,Civil infrastructure services,Citywide Service Solutions Pty Ltd,0.2m,2029-08-20,3665
INV235016,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,192144.04,2027-03-23, 
INV235017,Management of Active Melbourne recreation facilities,Victorian,0.0m,26/12/2029,3615
INV235018,Vehicle tow away and impound services,Nationwide Towing Services,156951.8,19/02/2025,3585
INV235019,Building cleaning services,Menzies Internatio,50850.94,25-Jun-2026,3634
INV235020,Building cleaning services,Menzies International (Aust) Pty Ltd,0.0m,12 February 2025,3634
INV235021,Vehicle tow away and impound services,Nationwide Towing Seryices,54111.22,29 December 2028,3585
INV235022,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions (AU),151161.25,24/04/2025,3623
INV235023,Waste management services,Cleanaway Waste Management Limited,220332.86,2029-07-31,3556
INV235024,Open spaces management - region 1,Citywide Service Solutions Pty. Ltd.,247049.15,2025-01-10,3676
INV235025,Open spaces management - region 2,SERCO,0.0m,04/03/2028,3677
INV235026,Integrated security services,National Protective Serviges Pty Ltd,137560.89 AUD,27/04/01,3686
INV235027,Vehicle tow away and impound services,Nationwide Towing Services (AUS),0.2m,28/10/21,3585
INV235028,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,215653.66,08/03/2028,3670
INV235029,Open spaces management - region 1,Citywide,86476.36 AUD,26/12/04,3676
INV235030,Building cleaning services,Menzies International (Aust) Pty Ltd,0.2m,2026-06-20,3634
INV235031,Integrated security services,NationalProtectiveServicesPtyLtd,64050.64,2026-03-25,3686
INV235032,Melbourne Town Hall venue management,Showtime Event,8949.87,24 February 2027,3670
INV235033,Street cleaning,Spotless  Facility  Services  Pty  Ltd,"$11,459.43",2028-07-02,3669
INV235034,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,201660.1,07 June 2029,3678
INV235035,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,0.1m,15-Oct-2029, 
INV235036,Graffiti management and pressure cleaning services,Calcorp  Services  Pty  Ltd,221905.13,29 November 2027,3668
INV235037,Civil infrastructure services,CITYWIDE SERVICE SOLUTIONS PTY LTD,227023.9 AUD,02 May 2025,3665
INV235038,Building cleaning services,Menzies International (Aust) Pty. Ltd.,166302.99 AUD,25/08/07,3634
INV235039,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,"$5,699.59",20-Feb-2025,3676
INV235040,Vehicle tow away and impound services,Nationwide Towing Services,0.1m,25/03/16,3585
INV235041,Open spaces management - region 1,Citywide Seruice Solutions Pty Ltd,"$217,292.55",26/09/02, 
INV235042,Building maintenance services,Programmed Facility Management Pty Ltd,247318.26,2029-02-24,3630
