InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV285001,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,"$39,474.71",13-Jul-2029,3669
INV285002,Waste management services,CleanawayWasteManagementLimited,153912.34,27/12/2028,3556
INV285003,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,112088.43 AUD,2027-04-26,3623
INV285004,Building maintenance services,Programmed Facility Management Pty Ltd (AU),"$222,710.49",2028-04-14,3630
INV285005,Building maintenance services,Programmed Facility Management Pty Ltd,158459.89 AUD,12-Nov-2025,3630
INV285006,Civil infrastructure services,citywide service solutions pty ltd,"$123,981.74",26/02/09,3665
INV285007,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AUS),0.1m,04-Nov-2029,3678
INV285008,Melbourne Town Hall venue management,showtime event group pty ltd,52300.44 AUD,22-Feb-2029,3670
INV285009,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,24512.82 AUD,26/02/2029,3623
INV285010,Vehicle tow away and impound services,nationwide towing services,238320.37 AUD,06/09/2029,3585
INV285011,Vehicle tow away and impound services,Nationwide Towing Services (AUS),81184.62,19/01/2027,3585
INV285012,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,64823.83,14-Aug-2025,3615
INV285013,Open spaces management - region 2,SERCO,74140.88,04 July 2025,3677
INV285014,Open spaces management - region 2,SERCO,"$248,907.7",29/07/20,3677
INV285015,Graffiti management and pressure cleaning services,Calcorp ServicesbPty Ltd,218032.19 AUD,05/01/2028,3668
INV285016,Vehicle tow away and impound services,Nationwide Towing Services,"$234,281.86",21/05/2027,3585
INV285017,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,46193.15 AUD,2027-12-28,3623
INV285018,Open spaces management - region 2,SERCO (AUS),75579.5,29 April 2026,3677
INV285019,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,202049.88,2027-04-13,3615
INV285020,Waste management services,Cleanaway Waste Management Limited (AUS),83472.54,08 April 2029,3556
INV285021,Street cleaning,Spotless Facility Servaces Pty Ltd,"$186,997.51",11/10/2027, 
INV285022,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,25066.91 AUD,25/01/13,3615
INV285023,Civil infrastructure services,Citywide Service Solutioks Pty Ltd,237131.93,20 December 2028,3665
INV285024,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,"$81,178.43",25-Dec-2028,3615
INV285025,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),0.2m,24/10/2029,3665
