InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV151001,Open spaces management - region 1,Citywide,95460.73,25/12/20,3676
INV151002,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,0.2m,02/04/2029, 
INV151003,Graffiti management and pressure cleaning services,Calcorp,197156.78,15 August 2028, 
INV151004,Vehicle tow away and impound services,nationwide towing services,"$114,205.0",26/07/2027,3585
INV151005,Vehicle tow away and impound services,Nationwide Towing Services,0.2m,31/07/2026,3585
INV151006,Building cleaning services,Menzies International (Aust) Pty Ltd (AU),248694.78,16 August 2027,3634
INV151007,Street cleaning,Spotless Facility,0.2m,21-Mar-2028,3669
INV151008,Management of Active Melbourne recreation facilities,Victorian  YMCA  Community  Programming  Pty  Ltd,137278.51,26/08/04,3615
INV151009,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,221747.51 AUD,13 August 2027,3676
INV151010,Civil infrastructure services,Citywide Service ,244782.52,15 June 2027,3665
INV151011,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,31182.03,25/10/03,3668
INV151012,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,53356.47,29/10/2025,3623
INV151013,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,172800.78,02 January 2029,3678
INV151014,Tree management maintenance services,Citywide,112206.97,27/03/04,3678
INV151015,Open spaces management - region 2,SERCO (AU),249931.73,2029-06-18,3677
INV151016,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$78,572.09",19/06/2025,3670
INV151017,Street cleaning,Spotless Fadility Services Pty Ltd,32081.18 AUD,2025-04-03,3669
INV151018,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,1298.74,21 October 2028,3668
INV151019,Street cleaning,Spotless Facility Services Pty. Ltd.,0.2m,03 January 2025,3669
INV151020,Waste management services,Cleanaway Waste Management LTD,14461.57,03/12/2029,3556
INV151021,Open spaces management - region 1,Citywide  Service  Solutions  Pty  Ltd,0.0m,2028-05-30,3676
INV151022,Melbourne Town Hall venue management,Showtime Event Group P/L,0.1m,02/12/2027,3670
INV151023,Melbourne Town Hall venue management,Showtime Event Group P/L,13401.6,24/08/2026,3670
INV151024,Building cleaning services,Menzies International (Aust) Pty. Ltd.,238703.13,29-Mar-2025,3634
INV151025,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AUS),39782.9 AUD,28/07/29,3678
INV151026,Street cleaning,SpotlessiFacility Services Pty Ltd,96855.81,23-Dec-2027,3669
INV151027,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),202099.59,23-Jul-2026,3670
INV151028,Building maintenance services,ProgrammedFacilityManagementPtyLtd,0.0m,24/10/2028,3630
INV151029,Building maintenance services,Programmed Facility Management Pty. Ltd.,30226.18,2025-08-05,3630
INV151030,Melbourne Town Hall venue management,Showtime  Event  Group  Pty  Ltd,0.2m,28/06/19,3670
INV151031,Waste management services,Cleanaway Waste Management Limited (AU),"$92,873.36",2029-01-21, 
INV151032,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),0.0m,25/10/2025,3665
INV151033,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),219047.93 AUD,2026-07-18,3676
INV151034,Waste management services,cleanaway waste management limited,0.1m,2026-08-04,3556
INV151035,Open spaces management - region 2,SERCO,28210.98 AUD,2029-10-01,3677
INV151036,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,103891.76,26/04/2026,3623
INV151037,Street cleaning,Spotless FacilityqServices Pty Ltd,36640.64 AUD,,3669
INV151038,Parking technology services,reino international pty ltd t/a duncan solutions,135361.71,04 January 2029,3623
INV151039,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,0.0m,17 October 2025,3623
INV151040,Street cleaning,Spotless Facility Servicea Pty Ltd,"$118,824.31",2028-04-25,3669
INV151041,Waste management services,Cleanaway,27915.76,2027-07-31,3556
INV151042,Parking technology services,REINO INTERNATIONAL PTY LTD T/A DUNCAN SOLUTIONS,"$176,015.85",03-Jun-2029,3623
INV151043,Open spaces management - region 1,Citywide Service Solutions P/L,113015.78 AUD,02-Mar-2025,3676
INV151044,Building maintenance services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,199582.83 AUD,06/01/2029,3630
INV151045,Open spaces management - region 1,Citywide Service ,52462.75 AUD,05/01/2029,3676
INV151046,Street cleaning,Spotless  Facility  Services  Pty  Ltd,249540.84,2026-03-04,3669
INV151047,Building maintenance services,Programmdd Facility Management Pty Ltd,"$145,923.33",12/12/2029,3630
INV151048,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,0.1m,2029-05-24,3630
INV151049,Vehicle tow away and impound services,Nationwide Towing Services,0.1m,04/06/2028,3585
INV151050,Building cleaning services,Menzies Intl (Aust) Pty Ltd,124107.68,2025-12-15,3634
INV151051,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),108533.32,03/01/2029,3678
INV151052,Open spaces management - region 1,citywide service solutions pty ltd,0.1m,27/11/2027,3676
INV151053,Building maintenance services,Programmed Facility Mgmt Pty Ltd,85049.52 AUD,27/05/2025,3630
INV151054,Building cleaning services,Menzies Internatio,0.2m,08/10/2028,3634
INV151055,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,85429.6,22-Jul-2028,3676
INV151056,Tree management maintenance services,Citywide,207964.54,17-Dec-2029,3678
INV151057,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,108117.69 AUD,2028-10-07,3676
INV151058,Building cleaning services,Spotless Facility Services Pty Ltd (AUS),"$25,281.89",03-Oct-2029,3669
INV151059,Vehicle tow away and impound services,Programmed Facility Management Pty Ltd,"$140,002.89",27/01/31,3630
INV151060,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions (AUS),13574.72,26/05/25,3623
INV151061,Vehicle tow away and impound services,Nationwide Towing Services (AUS),"$88,307.85",2028-02-14,3585
INV151062,Vehicle tow away and impound services,Nationwide  Towing  Services,16778.18,27/02/12,3585
INV151063,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,0.1m,29/01/19,3678
INV151064,Integrated security services,NationalProtectiveServicesPtyLtd,15379.0 AUD,01-Jan-2026,3686
INV151065,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$177,420.03",08 March 2028,3670
INV151066,Melbourne Town Hall venue management,Programmed Facility Management Pty Ltd (AU),0.0m,23/12/2029,3630
INV151067,Street cleaning,Spotless Facility Services P/L,0.1m,04/08/2028, 
INV151068,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,238664.73,29/03/22,3668
INV151069,Vehicle tow away and impound services,Nationwide,0.1m,26/09/07,3585
INV151070,Tree management maintenance services,Citywide Service ,63171.33,2025-12-13,3678
INV151071,Open spaces management - region 1,Citywide Service Solutions Pty. Ltd.,231844.16 AUD,26/09/2029,3676
INV151072,Street cleaning,Spotless,20068.86,05/11/2025,3669
INV151073,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),194833.07 AUD,12/11/2028,3678
INV151074,Waste management services,Cleanaway Waste Management Limited,0.2m,28/12/07,3556
INV151075,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,9258.23 AUD,2027-05-13,3615
INV151076,Open spaces management - region 2,SERCa,60220.68,21/05/2029,3677
INV151077,Waste management services,CLEANAWAY WASTE MANAGEMENT LIMITED,134921.22,2026-04-15,3556
INV151078,Melbourne Town Hall venue management,Showtime  Event  Group  Pty  Ltd,133604.59 AUD,2027-05-22,3670
INV151079,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,109909.49 AUD,26/08/2027,3623
INV151080,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,0.2m,16/11/2028,3623
INV151081,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,56036.71,04/05/2025,3668
INV151082,Vehicle tow away and impound services,Nationwide,"$84,529.2",22 July 2029, 
INV151083,Graffiti management and pressure cleaning services,Calcorp  Services  Pty  Ltd,23459.03 AUD,10-Jun-2025,3668
INV151084,Integrated security services,National Protective Services Pty Ltd (AUS),0.0m,2029-07-12,3686
INV151085,Building cleaning services,MENZIES INTERNATIONAL (AUST) PTY LTD,"$93,208.09",2027-08-30,3634
INV151086,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,38157.63,20/05/2029,3669
INV151087,Waste management services,Cleanaway,9445.55,2026-10-17,3556
INV151088,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,"$33,829.02",20/05/2029,3670
INV151089,Civil infrastructure services,Citywide,140589.99,24/03/2025,3665
INV151090,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,"$71,869.28",15/01/2026,3623
INV151091,Vehicle tow away and impound services,Nationwide Towing Services (AUS),0.1m,2028-08-09,3585
INV151092,Tree management maintenance services,Citywide Service Solutions Pty Ltd,230568.14 AUD,22/02/2029,3678
INV151093,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),"$222,914.07",2025-10-07,3665
INV151094,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,130814.05,30/10/2026,3615
INV151095,Building cleaning services,Menzies Internatio,74441.21,06/07/2026,3634
INV151096,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,0.1m,27/07/29,3670
INV151097,Building maintenance services,Programmed Facility Management P/L,239449.31,29/10/20,3630
INV151098,Civil infrastructure services,Citywide  Service  Solutions  Pty  Ltd,71138.42 AUD,06-Dec-2026,3665
INV151099,Integrated security services,National,232895.27,2027-10-03, 
INV151100,Street cleaning,Spotless Facility Services Pty Ltd (AUS),0.2m,27/03/2027,3669
INV151101,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,245941.02 AUD,22/02/2025,3615
INV151102,Integrated security services,National Protective Services Pty Ltd,6298.96 AUD,21-Jun-2026,3686
INV151103,Integrated security services,NationalProtectiveServicesPtyLtd,179574.77 AUD,09/06/2028,3686
INV151104,Vehicle tow away and impound services,Nationwide  Towing  Services,129241.43,15/07/2026,3585
INV151105,Building maintenance services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,119143.84 AUD,19-Jan-2027,3630
INV151106,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,42914.54,09/11/2028,3615
INV151107,Open spaces management - region 1,Citywide Service Solutions P/L,161373.37 AUD,30/10/2029,3676
INV151108,Tree management maintenance services,Citywide Service Solutions Pty Ltd,205082.41,11-Feb-2027,3678
INV151109,Waste management services,CleanawayuWaste Management Limited,62874.95,27-Aug-2028,3556
INV151110,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),10230.44,25/10/2027,3665
INV151111,Vehicle tow away and impound services,Nationwide To,143884.43,2026-09-21,3585
INV151112,Open spaces management - region 2,SERCO (AU),43549.0,06/03/2029,3677
INV151113,Building maintenance services,Programmed Facility Management Pty. Ltd.,101912.23,18/06/2025,3630
INV151114,Waste management services,CLEANAWAY WASTE MANAGEMENT LIMITED,0.1m,2029-02-09,3556
INV151115,Building maintenance services,Programmed Facility Mgmt Pty Ltd,149884.58,2028-03-21,3630
INV151116,Building cleaning services,menzies international (aust) pty ltd,163882.93 AUD,05/11/2026,3634
INV151117,Parking technology services,reino international pty ltd t/a duncan solutions,0.2m,13/07/2025,3623
INV151118,Street cleaning,Spotless Facility Services Pty Ltd,"$96,517.21",24/07/2026,3669
INV151119,Integrated security services,National,0.1m,2029-02-26,3686
INV151120,Waste management services,Cleanaway Waste Management LTD,"$134,352.58",10 May 2028,3556
INV151121,Building cleaning services,MenziesInternational(Aust)PtyLtd,54146.68,20/04/2029,3634
INV151122,Waste management services,Cleanaway  Waste  Management  Limited,101369.36,26/03/18,3556
INV151123,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,214085.84 AUD,2027-10-17,3615
INV151124,Civil infrastructure services,Citywide,14817.47 AUD,21-Jun-2027,3665
INV151125,Open spaces management - region 1,Citywide Service Solutions Pty. Ltd.,146395.83 AUD,23/12/2025,3676
INV151126,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,226546.78,28/05/06,3623
INV151127,Integrated security services,National Protectiv,8383.14,20-Mar-2028,3686
INV151128,Open spaces management - region 1,Citywide Service Solutions P/L,73748.9 AUD,09/05/2027,3676
INV151129,Integrated security services,national protective services pty ltd,0.1m,2028-06-30,3686
INV151130,Vehicle tow away and impound services,Showtime Event Group P/L,78883.41,15 May 2029,3670
