InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV114001,Street cleaning,Spotless  Facility  Services  Pty  Ltd,194557.37,03/01/2025,3669
INV114002,Street cleaning,Calcorp Services Pty Ltd,47259.07,2028-04-03,3668
INV114003,Open spaces management - region 2,SERCO,172724.73 AUD,29/03/30,3677
INV114004,Building maintenance services,Programmed Facility Management Pty Ltd (AU),117901.55,2026-03-13,3630
INV114005,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),0.2m,25/10/10,3665
INV114006,Open spaces management - region 2,SERCw,"$114,942.26",25/06/30,3677
INV114007,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,0.2m,18-May-2028,3665
INV114008,Integrated security services,Programmed Facility Management Pty Ltd,"$212,896.54",28/12/23, 
INV114009,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming P/L,"$80,099.77",20 September 2029,3615
INV114010,Building maintenance services,programmed facility management pty ltd,"$196,687.63",24 March 2027,3630
INV114011,Parking technology services,Nationwide Towing Services,19644.51 AUD,28/08/07,3585
INV114012,Graffiti management and pressure cleaning services,calcorp services pty ltd,0.2m,26/04/26,3668
INV114013,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,0.2m,2026-05-23,3678
INV114014,Civil infrastructure services,Citywide Service Solutions P/L,0.0m,04 July 2029,3665
INV114015,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,195600.48 AUD,2027-03-10,3676
INV114016,Building cleaning services,Menzies International (Aust) Pty Ltd,192384.95 AUD,2027-06-09,3634
INV114017,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,"$193,388.46",29/11/04,3623
INV114018,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),27539.63,23/03/2025,3615
INV114019,Open spaces management - region 2,SERCO,"$53,444.85",2027-02-06,3677
INV114020,Open spaces management - region 2,SERCO,164863.57,06 February 2029,3677
INV114021,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),"$34,477.74",02/06/2025,3676
INV114022,Vehicle tow away and impound services,Nationwide Towing Services (AUS),"$228,995.8",2025-02-22,3585
INV114023,Integrated security services,NATIONAL PROTECTIVE SERVICES PTY LTD,129015.56,26/09/06,3686
INV114024,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AU),219077.23 AUD,09 February 2027,3676
INV114025,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,"$226,138.41",24/05/2027,3668
INV114026,Civil infrastructure services,Citywide Service Solutions Pty Ltd,155795.45,29 March 2029,3665
INV114027,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,"$77,698.86",25/02/2028,3676
INV114028,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,"$124,346.4",01-Mar-2029,3668
INV114029,Integrated security services,National Protective Services Pty Ltd (AUS),131539.89,10 February 2028,3686
INV114030,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),"$134,774.94",16/04/2026,3676
INV114031,Street cleaning,Spotless Facility Services P/L,0.1m,04/03/2025,3669
INV114032,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,21806.36 AUD,25-May-2028,3676
INV114033,Vehicle tow away and impound services,Natnonwide Towing Services,140123.42 AUD,29/08/26,3585
INV114034,Street cleaning,Spotless  Facility  Services  Pty  Ltd,217101.15,31-Mar-2026,3669
INV114035,Waste management services,Cleanaway Waste Management Limited (AU),229831.04,2029-05-12,3556
INV114036,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,153433.52,26/07/19,3615
INV114037,Civil infrastructure services,CitywideServiceSolutionsPtyLtd,0.2m,11-Sep-2026,3665
INV114038,Open spaces management - region 2,SERCO (AU),0.0m,26/06/2029, 
INV114039,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,99253.37 AUD,30-May-2025,3678
INV114040,Waste management services,Cleanaway Waste Management LTD,93934.96,29/05/28,3556
INV114041,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),57652.31,25/11/19,3670
INV114042,Tree management maintenance services,Citywide Service Solutions Pty. Ltd.,70379.06 AUD,19/11/2027,3678
