InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV102001,Open spaces management - region 1,Citywide Service Solutions Pty. Ltd.,90251.27 AUD,13/04/2025,3676
INV102002,Vehicle tow away and impound services,Nationwide Towing Services,0.2m,23/12/2029,3585
INV102003,Waste management services,Cleanaway Waste Management Limited,"$138,279.76",10/03/2027,3556
INV102004,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,75678.41,07 November 2026,3623
INV102005,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),61997.15,07/07/2028,3634
INV102006,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,59974.4,18-Jan-2027,3623
INV102007,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,135904.66 AUD,22 June 2025,3615
INV102008,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),"$149,263.23",11/11/2027,3678
INV102009,Waste management services,CleanawayWasteManagementLimited,0.1m,22-Oct-2026,3556
INV102010,Civil infrastructure services,citywide service solutions pty ltd,"$211,994.35",2028-01-16, 
INV102011,Building maintenance services,Programmed Facility Management Pty. Ltd.,193200.09,03/09/2026,3630
INV102012,Building cleaning services,Menzies Internationol (Aust) Pty Ltd,"$169,958.31",31 August 2029,3634
INV102013,Building maintenance services,Programmed Facility Managemjnt Pty Ltd,168314.06,2026-05-02,3630
INV102014,Waste management services,Cleanaway Waste Management Ltd,64576.23,30 June 2026,3556
INV102015,Building cleaning services,Menzies,162648.04,27/04/22,3634
INV102016,Parking technology services,Reino International P/L T/A Duncan Solutions,"$142,345.24",01/09/2029,3623
INV102017,Building maintenance services,Programmed Facility,0.2m,01 October 2026,3630
INV102018,Building cleaning services,MENZIES INTERNATIONAL (AUST) PTY LTD,0.2m,09-Mar-2025,3634
INV102019,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,172217.59 AUD,09-Feb-2026,3676
INV102020,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,149899.3 AUD,26 May 2029,3615
INV102021,Graffiti management and pressure cleaning services,Calcorp Services P/L,"$103,834.52",27/03/24,3668
INV102022,Street cleaning,Citywide  Service  Solutions  Pty  Ltd,0.0m,29/12/03,3665
INV102023,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,0.1m,25/07/23,3665
INV102024,Street cleaning,Spotless Facility Services Pty Ltd (AU),,30 November 2026,3669
INV102025,Street cleaning,Sponless Facility Services Pty Ltd,0.1m,29-May-2029,3669
INV102026,Building cleaning services,Menzies International (Aust) Pty Ltd,"$233,718.5",2025-08-29,3634
INV102027,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltf,226036.27 AUD,11-Nov-2025,3668
INV102028,Integrated security services,NATIONAL PROTECTIVE SERVICES PTY LTD,0.1m,27/01/04,3686
INV102029,Open spaces management - region 2,SERCO,70683.21,31/10/2026,3677
INV102030,Vehicle tow away and impound services,Spotless Facility Services Pty Ltd,169623.15,13-Sep-2028,3669
INV102031,Street cleaning,SpotlessFacilityServicesPtyLtd,49957.87,28/04/03,3669
INV102032,Street cleaning,Spotless Facility Services Pty Ltd,123982.66 AUD,13-Nov-2026,3669
INV102033,Integrated security services,NationalProtectiveServicesPtyLtd,19935.33 AUD,27/05/21,3686
INV102034,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,207395.11 AUD,2028-08-12,3668
INV102035,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),50718.71 AUD,05/12/2027,3678
INV102036,Open spaces management - region 2,SERCO,"$151,557.17",18 July 2027,3677
INV102037,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,"$222,230.77",15-Nov-2026,3615
INV102038,Building cleaning services,Menzies Int’l (Aust) Pty Ltd,113567.35 AUD,26/03/21,3634
INV102039,Vehicle tow away and impound services,Nationwide Towing Services,0.1m,2026-04-19,3585
INV102040,Street cleaning,Spotless Facility Services Pty Ltd (AU),133881.05 AUD,28/02/2025,3669
INV102041,Building maintenance services,Programmed Facility Management Pty Ltd,112088.57,27/11/14,3630
INV102042,Building cleaning services,Menzies Intl (Aust) Pty Ltd,"$234,181.55",22-Oct-2025,3634
INV102043,Street cleaning,Spotless  Facility  Services  Pty  Ltd,226786.37,30/01/2029,3669
INV102044,Waste management services,Cleanaway Waste Management Limited,228986.16,21-Dec-2027,3556
INV102045,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),148541.59,20/09/2029,3676
INV102046,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AU),"$248,185.4",17/05/2029,3668
INV102047,Vehicle tow away and impound services,Nationwide Towing Services (AU),180774.45,21/01/2029,3585
INV102048,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,0.0m,27/07/10,3623
INV102049,Building maintenance services,Programmed Facility Manxgement Pty Ltd,,24 November 2029,3630
INV102050,Building maintenance services,Programmed Facility Management Pty. Ltd.,"$107,249.89",2025-07-14,3630
INV102051,Vehicle tow away and impound services,nationwide towing services,148343.83 AUD,17/05/2027,3585
INV102052,Waste management services,Cleanaway Waste Management Limited,94812.21,20-Aug-2029,3556
INV102053,Tree management maintenance services,Citywide,0.2m,13 March 2028,3678
INV102054,Parking technology services,Reino  International  Pty  Ltd  T/A  Duncan  Solutions,94137.98 AUD,17/03/2027,3623
INV102055,Waste management services,Cleanaway Waste M,"$231,164.62",22-Apr-2025,3556
INV102056,Building cleaning services,menzies international (aust) pty ltd,16032.36,28/06/15,3634
INV102057,Integrated security services,National Protective Services Pty Ltd (AUS),"$172,448.26",03-May-2029,3686
INV102058,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,"$243,754.05",25/07/14,3623
INV102059,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,226752.98 AUD,02 May 2027,3630
INV102060,Building maintenance services,Programmed Facility Management Pty Ltd (AUS),74718.08,29 June 2029,3630
INV102061,Waste management services,Cleanaway Waste Management Limited,"$180,570.33",27/08/03,3556
INV102062,Tree management maintenance services,Citywide Service ,0.2m,23/06/2027,3678
INV102063,Open spaces management - region 1,Citywide  Service  Solutions  Pty  Ltd,67080.05,29/05/12,3676
INV102064,Integrated security services,National Protective Services Pty Ltd (AU),179391.43,29/10/19,3686
INV102065,Vehicle tow away and impound services,Nationwide To,195441.55 AUD,20/06/2025,3585
INV102066,Open spaces management - region 2,SERCO,,18-Aug-2025, 
INV102067,Building maintenance services,Programmed,31659.85,31/01/2026,3630
INV102068,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,227108.63,2027-01-11,3668
INV102069,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,"$16,883.08",2027-11-19,3623
INV102070,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,140436.12,21-Jul-2026,3670
INV102071,Integrated security services,National  Protective  Services  Pty  Ltd,174619.93,12/12/2029,3686
INV102072,Vehicle tow away and impound services,Nationwide Towing Services,"$146,012.15",28/07/30,3585
INV102073,Graffiti management and pressure cleaning services,Calcorp ServiceskPty Ltd,77817.65 AUD,04-Apr-2026,3668
INV102074,Graffiti management and pressure cleaning services,Calcorp Services Pny Ltd,198407.36,26 January 2028,3668
INV102075,Open spaces management - region 2,Serco,225253.19,05-Jul-2028,3677
INV102076,Building maintenance services,Programmed Facility Managemelt Pty Ltd,42904.75,18-Mar-2026,3630
INV102077,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),190925.21 AUD,13-Aug-2027,3676
INV102078,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,209584.28,04 September 2027,3670
INV102079,Open spaces management - region 2,showtime event group pty ltd,0.1m,29/01/11,3670
INV102080,Management of Active Melbourne recreation facilities,Menzies International (Aust) Pty Ltd (AUS),0.1m,05/05/2028,3634
INV102081,Building cleaning services,Menzies  International  (Aust)  Pty  Ltd,223805.77 AUD,20-Jun-2028,3634
INV102082,Tree management maintenance services,Citywide Service Solutions Pty Ltd,39446.39,26/01/15,3678
INV102083,Open spaces management - region 1,Citywide Service Solutions Pty xtd,103922.13 AUD,28/08/11, 
INV102084,Vehicle tow away and impound services,Nationwide Towing Services,76553.52 AUD,26 January 2026,3585
INV102085,Building maintenance services,Programmed Facility,"$239,117.17",12/01/2028,3630
INV102086,Open spaces management - region 2,SERCO,0.2m,27/02/2025,3677
INV102087,Waste management services,CleanawayWasteManagementLimited,29686.85,26/05/10,3556
INV102088,Parking technology services,Reino International P/L T/A Duncan Solutions,118405.53,07/10/2025,3623
INV102089,Open spaces management - region 2,SERCO,59157.33,13/06/2028, 
INV102090,Open spaces management - region 2,SERCO,0.1m,21-Apr-2026,3677
INV102091,Open spaces management - region 2,dERCO,43575.17 AUD,10 November 2028,3677
INV102092,Waste management services,CleanawayWasteManagementLimited,0.1m,27/10/17,3556
INV102093,Waste management services,Cleanaway Waste Management Limited (AUS),21544.2,2027-07-17,3556
INV102094,Integrated security services,national protective services pty ltd,235276.39,16/01/2026,3686
INV102095,Building maintenance services,ProgrammedFacilityManagementPtyLtd,0.2m,28/03/09,3630
INV102096,Melbourne Town Hall venue management,Showtime Event,"$188,828.03",30/04/2028,3670
INV102097,Building maintenance services,Programmed Facility Management Pty. Ltd.,0.2m,08-Feb-2025,3630
INV102098,Building maintenance services,Programmed Facility Management Pty. Ltd.,"$211,194.66",14 August 2025,3630
INV102099,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,152683.45 AUD,23 June 2026,3615
INV102100,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,188538.97 AUD,19/02/2028,3669
INV102101,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$35,596.66",25/11/11,3670
INV102102,Building maintenance services,Calcorp,3758.77,2029-09-23,3668
INV102103,Open spaces management - region 2,SERCO,79403.04,22 September 2025,3677
INV102104,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),240909.96,30/06/2029,3615
INV102105,Building maintenance services,Programmed Facility Management Pty Ltd,22517.37 AUD,28/08/2026,3630
INV102106,Open spaces management - region 1,citywide service solutions pty ltd,121576.19 AUD,25/04/17,3676
INV102107,Parking technology services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,"$45,723.26",09-Mar-2025,3630
INV102108,Tree management maintenance services,Citywide,246592.7,27/03/2028, 
INV102109,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),192556.74 AUD,2028-05-30,3678
INV102110,Parking technology services,Showtime Event Group Pty. Ltd.,179071.15 AUD,01/11/2028,3670
INV102111,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,115500.28,20/08/2026,3676
INV102112,Integrated security services,National Protective Services Pty Ltd (AUS),53210.93,01 October 2027,3686
INV102113,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AUS),169175.9 AUD,11/03/2026,3668
INV102114,Waste management services,Cleanaway,154715.47,2028-02-13,3556
INV102115,Building maintenance services,Programmed Facility,"$99,477.92",2027-09-30,3630
INV102116,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,145004.57,18/06/2027,3670
INV102117,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),0.1m,02/09/2025,3678
INV102118,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,140523.52,12-Jan-2027,3585
INV102119,Building maintenance services,Programmed,121403.02 AUD,2029-06-21,3630
INV102120,Open spaces management - region 2,SERCO,196169.96,01 December 2028,3677
INV102121,Melbourne Town Hall venue management,Showtime,"$65,889.69",27/10/2029,3670
INV102122,Building maintenance services,Programmed Facility,215901.31 AUD,18-Apr-2027,3630
INV102123,Street cleaning,Spotless Facility Services Pty. Ltd.,219713.41 AUD,2028-02-24,3669
INV102124,Waste management services,Cleanaway,64434.15,28/09/19,3556
INV102125,Building maintenance services,ProgrammedFacilityManagementPtyLtd,186404.33,29/11/24, 
INV102126,Building maintenance services,programmed facility management pty ltd,88615.51,12-Oct-2025,3630
INV102127,Civil infrastructure services,Cleanaway Waste Management Limited,145163.3,06/10/2029,3556
INV102128,Melbourne Town Hall venue management,Showtime Event,"$230,138.37",24 August 2029,3670
INV102129,Open spaces management - region 2,SERCO (AU),42494.62,01 January 2025,3677
INV102130,Integrated security services,National,220592.81 AUD,11/03/2029,3686
INV102131,Vehicle tow away and impound services,Nationwide Towing Services (AU),138344.03,04 April 2027,3585
INV102132,Open spaces management - region 1,Citywide Service Solutions Pty Lti,195964.75,22/02/2025,3676
INV102133,Tree management maintenance services,Citywide Service ,176352.09,31-Jul-2027,3678
INV102134,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AUS),"$13,226.87",10 May 2027,3668
INV102135,Building maintenance services,Programmed Facility Management P/L,"$18,366.77",19-Jul-2027,3630
INV102136,Building maintenance services,Programmed Facility Management Pty Ltd,161199.47 AUD,26 July 2025,3630
INV102137,Melbourne Town Hall venue management,National Protective Services P/L,22649.95 AUD,29/03/2028,3686
