InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV136001,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,49841.51,28/02/2026,3623
INV136002,Open spaces management - region 2,Serco,"$37,335.05",09/10/2028, 
INV136003,Waste management services,Cleanaway Waste Management Ltd,143024.08,2026-09-14,3556
INV136004,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,0.0m,28/11/28,3615
INV136005,Melbourne Town Hall venue management,Showtime Event Group P/L,32198.12 AUD,31-Oct-2028,3670
INV136006,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),0.0m,17/08/2027,3676
INV136007,Vehicle tow away and impound services,Nationwide  Towing  Services,124934.59,23-Apr-2028,3585
INV136008,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,0.2m,14 November 2025,3668
INV136009,Melbourne Town Hall venue management,Showtime Event,"$238,489.29",01/06/2027, 
INV136010,Integrated security services,National  Protective  Services  Pty  Ltd,0.2m,26/12/12,3686
INV136011,Open spaces management - region 2,SERCO,240972.53 AUD,14/04/2029,3677
INV136012,Street cleaning,Spotless Facility Services Pty Ltd,207324.82,14-Jul-2029,3669
INV136013,Open spaces management - region 1,CitywideaService Solutions Pty Ltd,0.1m,28/03/12,3676
INV136014,Open spaces management - region 1,Citywide Service Solutionu Pty Ltd,65484.59,17/07/2025,3676
INV136015,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,0.1m,26/08/13,3615
INV136016,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AU),"$27,817.01",30/03/2029,3668
INV136017,Civil infrastructure services,Citywide Service Solutions P/L,112663.67 AUD,13/12/2027,3665
INV136018,Building cleaning services,Menzies International (Aust) P/L,"$175,182.03",2029-05-13,3634
INV136019,Graffiti management and pressure cleaning services,CalcorpServicesPtyLtd,40697.31,26/04/28,3668
INV136020,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,227260.53 AUD,28/09/28,3615
INV136021,Waste management services,Cleanaway Waste Management Limited (AU),147537.72 AUD,16/12/2027,3556
INV136022,Open spaces management - region 2,SERCO,236597.07 AUD,01/10/2029,3677
INV136023,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,218385.68 AUD,01 September 2025,3615
