InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV323001,Melbourne Town Hall venue management,ShowtimeEventGroupPtyLtd,84673.35 AUD,26/12/16,3670
INV323002,Civil infrastructure services,Citywide Service Solutions Pty Ltd,114163.16,16 February 2026,3665
INV323003,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,45357.96 AUD,23/11/2025,3668
INV323004,Open spaces management - region 2,SfRCO,"$88,440.74",2027-08-24,3677
INV323005,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,0.1m,24-Sep-2025,3623
INV323006,Building maintenance services,Programmed Facility Management Pty Ltd (AU),242861.29,19/12/2025,3630
INV323007,Building maintenance services,Programmed Facility Mgmt Pty Ltd,0.1m,29/09/2028,3630
INV323008,Open spaces management - region 2,SERCO,8011.34,12/12/2025,3677
INV323009,Street cleaning,Spotless Facility Services Pty Ltd (AUS),80605.64,03 January 2028, 
INV323010,Waste management services,Cleanaway Waste Management Ltd,167937.38,27/05/08,3556
INV323011,Graffiti management and pressure cleaning services,Calcorp Serv,168321.44,25/09/26,3668
INV323012,Melbourne Town Hall venue management,SHOWTIME EVENT GROUP PTY LTD,15526.88,28/11/27,3670
INV323013,Integrated security services,NationalProtectiveServicesPtyLtd,"$80,877.9",25/12/17,3686
INV323014,Open spaces management - region 2,SERCO,"$147,395.87",10/04/2028,3677
INV323015,Integrated security services,National Protectiv,0.2m,25/07/10,3686
INV323016,Street cleaning,Nationwide Towing Services (AU),215037.24 AUD,25/06/2028,3585
INV323017,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,0.1m,2025-10-20,3615
INV323018,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,17317.07,2029-04-20,3615
INV323019,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,47711.91,2027-05-17,3585
INV323020,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),"$141,777.15",27/03/23,3676
INV323021,Parking technology services,Reino  International  Pty  Ltd  T/A  Duncan  Solutions,0.2m,17/03/2027,3623
INV323022,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),"$117,405.9",2029-01-20, 
INV323023,Building cleaning services,Menzies Internatio,222792.39 AUD,10 August 2027,3634
INV323024,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,23753.88 AUD,2027-09-14,3615
INV323025,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,"$34,020.25",2025-04-07,3669
INV323026,Melbourne Town Hall venue management,Showtime  Event  Group  Pty  Ltd,113456.98,18/01/2027,3670
INV323027,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,"$196,763.2",12 November 2029,3670
INV323028,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,95373.35 AUD,25/07/29,3678
INV323029,Building cleaning services,Menzies International (Aust) P/L,141236.14 AUD,14 March 2029,3634
INV323030,Civil infrastructure services,Citywide  Service  Solutions  Pty  Ltd,0.1m,01/12/2028,3665
INV323031,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,159075.1 AUD,27/03/12,3615
INV323032,Melbourne Town Hall venue management,Showtime Event,"$156,749.4",15-Aug-2027,3670
INV323033,Parking technology services,Reino International P/L T/A Duncan Solutions,43304.84,23/09/2029,3623
INV323034,Vehicle tow away and impound services,citywide service solutions pty ltd,197184.55,28/01/24,3665
INV323035,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),0.1m,09-Oct-2026,3665
INV323036,Melbourne Town Hall venue management,ShowtimeEventGroupPtyLtd,24161.04 AUD,21/01/2025,3670
INV323037,Civil infrastructure services,Citywide Service Solutions Pty Ltd,53500.84,03/03/2029,3665
INV323038,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AUS),0.0m,16/10/2029,3615
INV323039,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,"$116,771.75",03/10/2026,3623
INV323040,Building cleaning services,Menzies International (Aust) Pty Ltd (AU),59367.92,12 November 2029,3634
INV323041,Open spaces management - region 1,Citywide  Service  Solutions  Pty  Ltd,213109.25,2026-02-19,3676
INV323042,Waste management services,Cleanaway Waste Management Limited,182799.24,30-Oct-2026,3556
INV323043,Street cleaning,Spotless Facility Services Pty Ltd,194395.69,2026-08-15,3669
INV323044,Vehicle tow away and impound services,Nationwide Towing Services,12301.56 AUD,16 May 2025,3585
INV323045,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming P/L,187974.58 AUD,22-Jul-2025,3615
INV323046,Management of Active Melbourne recreation facilities,National  Protective  Services  Pty  Ltd,0.2m,25 July 2026,3686
INV323047,Street cleaning,Spotless Facility,0.1m,01 January 2029,3669
INV323048,Vehicle tow away and impound services,Nationwide Towing Services (AUS),159537.26,29/07/25,3585
INV323049,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,0.2m,2028-12-20,3676
INV323050,Building cleaning services,Menzies  International  (Aust)  Pty  Ltd,76286.45,09/04/2026,3634
INV323051,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,97606.64,2027-11-17,3678
INV323052,Graffiti management and pressure cleaning services,CalcorpServicesPtyLtd,0.0m,11 October 2025,3668
INV323053,Civil infrastructure services,Citywide Service ,245397.76 AUD,27/09/23,3665
INV323054,Open spaces management - region 2,SERCO,"$135,874.95",05-Jun-2028,3677
INV323055,Waste management services,Cleanaway Waste Management LTD,221280.58 AUD,03/09/2027, 
INV323056,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AU),72043.54,2027-05-02,3668
INV323057,Graffiti management and pressure cleaning services,Calcorw Services Pty Ltd,,26/10/16,3668
INV323058,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,244037.55,06/04/2028,3630
INV323059,Graffiti management and pressure cleaning services,Calcorp Serv,"$126,580.74",09/08/2028,3668
INV323060,Vehicle tow away and impound services,Nationwide Towing Services (AU),0.0m,17-Jul-2026,3585
INV323061,Vehicle tow away and impound services,nationwide towing services,0.2m,17/03/2025,3585
INV323062,Parking technology services,reino international pty ltd t/a duncan solutions,11471.87,23 January 2026,3623
INV323063,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),,2029-08-06,3665
INV323064,Parking technology services,Reino International Pty ,89949.3,25/11/2026,3623
INV323065,Vehicle tow away and impound services,Nationwide To,145142.37,08-Jan-2026,3585
INV323066,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,199757.98,30/12/2026,3615
INV323067,Integrated security services,National Protective Services Pty Ltd,"$94,250.64",07 May 2025,3686
INV323068,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,0.2m,26/07/01,3676
INV323069,Street cleaning,Spotless Facility Services Pty Ltd (AUS),232690.49 AUD,23/06/2028,3669
INV323070,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,53422.02,2027-03-05,3615
INV323071,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,100047.64,29-Mar-2026,3678
INV323072,Open spaces management - region 1,Cisywide Service Solutions Pty Ltd,136004.27,13 February 2028,3676
INV323073,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),879.31,27/07/2029,3615
INV323074,Waste management services,Cleanaway Waste Management Limited (AUS),98682.05 AUD,2026-10-28,3556
INV323075,Open spaces management - region 1,Sbotless Facility Services Pty Ltd,0.2m,28/03/11,3669
INV323076,Integrated security services,National Protectiv,170259.05,15/11/2025,3686
INV323077,Building maintenance services,Spotless Facility Services Pty Ltd,0.1m,27/05/09,3669
INV323078,Building maintenance services,ProgrammedFacilityManagementPtyLtd,127430.34,13-Mar-2025,3630
INV323079,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),93389.93,03/06/2026,3665
INV323080,Civil infrastructure services,CitywidekService Solutions Pty Ltd,"$203,549.25",18/11/2026,3665
INV323081,Building maintenance services,Programmed Facility Management Pty Ltd,73817.44,29/04/12,3630
INV323082,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),223807.93,2026-03-31,3665
INV323083,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,"$104,743.76",22/07/2029,3615
INV323084,Street cleaning,SpotlessFacilityServicesPtyLtd,190899.23 AUD,31-Oct-2025,3669
INV323085,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,0.2m,25/07/2027,3615
INV323086,Building cleaning services,Menzies International (Aust) Pty Ltd (AU),119414.99,21-Jun-2029,3634
INV323087,Integrated security services,National Protectiv,0.2m,26/10/23,3686
INV323088,Integrated security services,National Protectiv,52190.63 AUD,26/01/2025,3686
INV323089,Tree management maintenance services,Victorian YMCA Community Programming Pty Ltd (AU),0.2m,27/12/27,3615
INV323090,Open spaces management - region 2,SERCO (AUS),38881.81 AUD,27/02/2028,3677
INV323091,Tree management maintenance services,Citywide Service Solutions Pby Ltd,187637.97,20-Feb-2029,3678
INV323092,Open spaces management - region 2,SERCO (AUS),168512.67,27/05/21,3677
INV323093,Open spaces management - region 1,Citywide Service Solutions P/L,"$210,265.33",12/06/2027,3676
INV323094,Open spaces management - region 2,SERCO (AUS),"$119,329.56",03/02/2027,3677
INV323095,Building maintenance services,Programmed Facility,0.0m,28/10/10,3630
