InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV249001,Integrated security services,National Protectiv,"$7,776.27",29/02/17,3686
INV249002,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),84043.02,26-Dec-2026,3665
INV249003,Waste management services,CLEANAWAY WASTE MANAGEMENT LIMITED,83919.49 AUD,07/09/2026,3556
INV249004,Waste management services,CleanawayWasteManagementLimited,0.0m,2028-02-18,3556
INV249005,Tree management maintenance services,Citywide Service Solutions Pty Ltd,60323.79,03 August 2028,3678
INV249006,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,63095.23,14 November 2028,3676
INV249007,Waste management services,Cleanaway Waste Management Limited,41747.52,25 December 2028,3556
INV249008,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,90481.41,25/05/25,3623
INV249009,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,118863.49 AUD,2026-10-06,3670
INV249010,Parking technology services,Reino International P/L T/A Duncan Solutions,"$104,826.06",27-Nov-2027,3623
INV249011,Open spaces management - region 1,Citywide Servibe Solutions Pty Ltd,"$36,198.48",23/06/2025,3676
INV249012,Open spaces management - region 2,SERCO,"$147,166.65",01/07/2027,3677
INV249013,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$183,518.99",28-May-2025,3670
INV249014,Open spaces management - region 2,SERCO (AU),"$127,793.19",14-Sep-2028,3677
INV249015,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,0.2m,29/03/27,3615
INV249016,Vehicle tow away and impound services,Nationwide To,249203.9,06/04/2026,3585
INV249017,Integrated security services,NATIONAL PROTECTIVE SERVICES PTY LTD,218337.71,2029-06-19,3686
INV249018,Building maintenance services,Programmed Facility Management P/L,213342.77,2027-01-18,3630
INV249019,Waste management services,Cleanaway Waste Mgmt Limited,0.2m,29/06/29, 
INV249020,Tree management maintenance services,Citywide Service ,"$44,476.84",15/03/2028,3678
INV249021,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,"$173,476.22",02-Jan-2025,3615
INV249022,Building maintenance services,Programmed Facility Management Pty Ltd,163010.14 AUD,31-Dec-2028,3630
INV249023,Open spaces management - region 2,SERCO,114179.61 AUD,2027-01-02,3677
INV249024,Vehicle tow away and impound services,Nationwide Towing Services (AUS),160886.02,,3585
INV249025,Graffiti management and pressure cleaning services,calcorp services pty ltd,0.2m,06-Aug-2025,3668
INV249026,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,118524.31,25/06/01,3678
INV249027,Building maintenance services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,0.0m,29/09/2026,3630
INV249028,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,0.0m,17 April 2027,3678
INV249029,Parking technology services,ReinoInternationalPtyLtdT/ADuncanSolutions,"$163,656.43",25/11/2029,3623
INV249030,Street cleaning,Spotless,157848.37 AUD,18-May-2027,3669
INV249031,Melbourne Town Hall venue management,menzies international (aust) pty ltd,94588.38,25 February 2027,3634
INV249032,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,"$247,233.6",15/06/2028,3615
INV249033,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),0.2m,2026-11-15,3665
INV249034,Open spaces management - region 1,Citywide  Service  Solutions  Pty  Ltd,"$158,519.86",2027-08-29,3676
INV249035,Tree management maintenance services,citywide service solutions pty ltd,"$151,675.39",10/11/2029,3678
INV249036,Street cleaning,Spotless  Facility  Services  Pty  Ltd,0.2m,05/02/2029,3669
INV249037,Vehicle tow away and impound services,Nationwide Towing Services,86037.25,17 December 2028,3585
INV249038,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,0.2m,27/03/2028,3676
INV249039,Waste management services,Cleanaway Waste Management Limited (AU),"$242,174.16",2027-03-11,3556
INV249040,Integrated security services,Calcorp Services Pty Ltd (AUS),0.1m,2025-04-27,3668
INV249041,Open spaces management - region 2,SERCO,0.2m,20/09/2025,3677
INV249042,Integrated security services,NationalProtectiveServicesPtyLtd,0.2m,20 September 2028,3686
INV249043,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),96358.95 AUD,2026-05-31, 
INV249044,Street cleaning,SpotlessFacilityServicesPtyLtd,0.1m,26/10/03,3669
INV249045,Graffiti management and pressure cleaning services,CalcorpServicesPtyLtd,184108.37 AUD,29/07/2025,3668
