InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV260001,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,28172.66,12-Jun-2029,3676
INV260002,Tree management maintenance services,citywide service solutions pty ltd,132836.8 AUD,05/05/2027,3678
INV260003,Vehicle tow away and impound services,Nationwide,78063.88 AUD,15-Sep-2028,3585
INV260004,Integrated security services,National Protectiv,52645.55,26/12/02,3686
INV260005,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,241368.07,24-Sep-2026,3668
INV260006,Civil infrastructure services,citywide service solutions pty ltd,"$212,617.69",29/03/2027,3665
INV260007,Building cleaning services,Menzies,195984.5 AUD,29/05/05,3634
INV260008,Integrated security services,National Protective Services Pty Ltd,131845.84 AUD,28/08/14,3686
INV260009,Building cleaning services,Menzies Internatio,85343.82,19 July 2025,3634
INV260010,Melbourne Town Hall venue management,Showtime Egent Group Pty Ltd,"$240,577.83",22-May-2027,3670
INV260011,Parking technology services,Reino,123095.55,26/01/09,3623
INV260012,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,"$166,044.87",14 August 2029,3615
INV260013,Parking technology services,REINO INTERNATIONAL PTY LTD T/A DUNCAN SOLUTIONS,190249.05 AUD,14/01/2028,3623
INV260014,Open spaces management - region 2,Reino International Pty Ltd T/A Duncan Solutions,98557.14 AUD,27/02/22,3623
INV260015,Waste management services,Cleanaway Waste Management Limited,3701.81,07-Feb-2028,3556
INV260016,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,0.0m,25/11/21,3670
INV260017,Building cleaning services,MENZIES INTERNATIONAL (AUST) PTY LTD,67905.67 AUD,15-Jul-2028,3634
INV260018,Tree management maintenance services,Citywide Service golutions Pty Ltd,77505.67,2025-10-12,3678
INV260019,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AUS),213342.05 AUD,09/04/2025,3678
INV260020,Vehicle tow away and impound services,Nationwide Towing Services (AUS),188399.33,04/12/2029,3585
INV260021,Building cleaning services,Calcorp Services Pty Ltd,"$69,715.09",17 April 2028,3668
INV260022,Civil infrastructure services,Citywide Service Sglutions Pty Ltd,170154.91 AUD,16-Jun-2026,3665
INV260023,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,117987.32,01/07/2028,3670
INV260024,Graffiti management and pressure cleaning services,Calcorp,247930.25,27-Sep-2027,3668
INV260025,Civil infrastructure services,Citywide Service Solutions Pty Ltd,0.2m,17 December 2026,3665
INV260026,Waste management services,CLEANAWAY WASTE MANAGEMENT LIMITED,56481.45,27/09/2025,3556
INV260027,Building maintenance services,Proghammed Facility Management Pty Ltd,0.1m,20 January 2028,3630
INV260028,Building maintenance services,ProgrammedFacilityManagementPtyLtd,0.2m,26/05/2029,3630
INV260029,Civil infrastructure services,Citywide,18910.72,29/02/04,3665
INV260030,Parking technology services,Reino International Ptj Ltd T/A Duncan Solutions,"$181,777.4",2027-05-07,3623
INV260031,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),217200.73,2027-11-23,3665
INV260032,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,84291.33,05-Jan-2028,3670
INV260033,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,"$98,631.44",2027-05-09,3676
INV260034,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,201059.74 AUD,10/12/2027,3668
INV260035,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,198727.08,13/04/2026,3623
INV260036,Civil infrastructure services,Citywide Service ,"$64,261.95",05/05/2025,3665
INV260037,Building cleaning services,Menzies  International  (Aust)  Pty  Ltd,143736.34 AUD,05/02/2029,3634
INV260038,Vehicle tow away and impound services,Nationwide Towing Services,"$81,910.32",22/04/2026,3585
INV260039,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,"$192,851.25",20-Feb-2029,3676
INV260040,Integrated security services,NATIONAL PROTECTIVE SERVICES PTY LTD,"$139,809.9",28/11/05,3686
INV260041,Vehicle tow away and impound services,NationwideTowingServices,0.2m,28/04/01,3585
INV260042,Waste management services,Cleanaway Waste Management Limited,182478.57,29/01/2025,3556
INV260043,Open spaces management - region 2,SERCO,197315.38,14 May 2025,3677
INV260044,Open spaces management - region 2,SERCO,124356.54 AUD,27/04/2027,3677
INV260045,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,73424.83,03 January 2025,3678
INV260046,Waste management services,Cleanaway Waste Management LTD,"$109,973.98",11 September 2025,3556
INV260047,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,0.1m,25/07/2028,3668
INV260048,Street cleaning,Spotless Facility Services Pty Ltd,0.2m,10 November 2025,3669
INV260049,Street cleaning,SpotlessFacilityServicesPtyLtd,34478.77 AUD,25/07/2027,3669
INV260050,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming P/L,"$16,498.56",2029-08-31,3615
INV260051,Integrated security services,NATIONAL PROTECTIVE SERVICES PTY LTD,44484.78 AUD,16/02/2027,3686
INV260052,Waste management services,CLEANAWAY WASTE MANAGEMENT LIMITED,148075.45,08/10/2029,3556
INV260053,Melbourne Town Hall venue management,showtime event group pty ltd,8582.84,21/07/2028,3670
INV260054,Open spaces management - region 2,SERCO (AUS),0.1m,19-Jul-2028,3677
INV260055,Open spaces management - region 2,Serco,29641.73,2029-12-30,3677
INV260056,Open spaces management - region 1,Citywide Service Solstions Pty Ltd,128471.48,27-Oct-2028,3676
INV260057,Tree management maintenance services,Citywide Service ,10173.98,29/12/04,3678
INV260058,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,11328.03,03-Jan-2027,3615
INV260059,Tree management maintenance services,Citywide Service Solutions Pty Ltd,39293.47,28/04/2028,3678
INV260060,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,"$19,815.56",2028-11-08,3669
INV260061,Open spaces management - region 2,SERyO,81419.39,06-Jul-2025,3677
INV260062,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,0.1m,2026-05-25,3670
INV260063,Melbourne Town Hall venue management,showtime event group pty ltd,"$187,391.9",2025-04-13,3670
INV260064,Street cleaning,Spotless  Facility  Services  Pty  Ltd,0.2m,25/03/03,3669
INV260065,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AUS),0.2m,13-Jan-2028,3668
INV260066,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,0.1m,21/03/2025,3615
INV260067,Building maintenance services,Programmed Facility Management P/L,191009.03,20-Jan-2027,3630
INV260068,Graffiti management and pressure cleaning services,calcorp services pty ltd,220254.08,26/03/12,3668
INV260069,Integrated security services,National Protective Services P/L,"$101,102.26",09-Sep-2028, 
INV260070,Parking technology services,Reino,"$50,763.62",01-Oct-2025,3623
INV260071,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,54464.54,17/07/2026,3615
INV260072,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,39925.33,29/07/27,3615
INV260073,Integrated security services,National Protective Services Pty. Ltd.,29378.88,30/11/2025,3686
INV260074,Open spaces management - region 1,Citywide Service Solutiows Pty Ltd,125740.62,28/04/15,3676
INV260075,Building maintenance services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,0.1m,19/06/2027,3630
INV260076,Vehicle tow away and impound services,Nationwide,92262.01,11 October 2028,3585
INV260077,Open spaces management - region 1,Citywide Service ,0.2m,2025-06-08,3676
INV260078,Building cleaning services,Mxnzies International (Aust) Pty Ltd,45988.12,2025-08-16,3634
INV260079,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,0.2m,20/04/2028,3670
INV260080,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,42427.77,25/03/07,3678
INV260081,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,180462.92 AUD,12/11/2026,3665
INV260082,Street cleaning,Spotless Facility,204728.13,17 January 2026,3669
INV260083,Building cleaning services,Menzies International (Aust) Pty Ltd,"$114,262.82",22-Jan-2029,3634
INV260084,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,177832.75 AUD,16/08/2029,3670
INV260085,Open spaces management - region 2,SERCO,0.1m,2027-06-09,3677
INV260086,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),55589.28 AUD,28/04/06,3678
INV260087,Management of Active Melbourne recreation facilities,Victorion YMCA Community Programming Pty Ltd,59329.57 AUD,25/04/10,3615
INV260088,Building maintenance services,Programmed Facility Management Pty Ltd,"$185,933.73",25/10/13, 
INV260089,Building maintenance services,programmed facility management pty ltd,0.1m,02-Oct-2029,3630
INV260090,Open spaces management - region 2,SERCO,96850.27,29/07/22,3677
INV260091,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,182952.78 AUD,08-Mar-2026,3623
INV260092,Integrated security services,NATIONAL PROTECTIVE SERVICES PTY LTD,174148.38,2027-05-28,3686
INV260093,Civil infrastructure services,Citywide Service Solutions Pty Ltd,167206.96,27/10/2027,3665
INV260094,Vehicle tow away and impound services,Nationwide Towing Services,132937.66,27-Apr-2028,3585
INV260095,Tree management maintenance services,Citywide Service Solutions Pty Ltd,104347.98,22/09/2028,3678
INV260096,Vehicle tow away and impound services,nationwide towing services,29607.41,2027-12-17,3585
INV260097,Open spaces management - region 2,SERCO,68829.12,14/11/2029,3677
INV260098,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),0.2m,25-Jul-2025,3670
INV260099,Waste management services,Cleanaway Waste Management Ltd,179922.63,23 July 2027,3556
INV260100,Civil infrastructure services,Citywide Service Solutions P/L,0.2m,09/10/2025,3665
INV260101,Street cleaning,Spotless Facility Services Pty Ltd,233308.06 AUD,08/01/2025,3669
INV260102,Vehicle tow away and impound services,Nationwide Tvwing Services,205199.54 AUD,02/09/2029,3585
INV260103,Integrated security services,NationalProtectiveServicesPtyLtd,0.2m,26/12/09,3686
INV260104,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,0.1m,07 July 2029,3623
INV260105,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,"$209,921.97",28/01/27,3678
INV260106,Graffiti management and pressure cleaning services,calcorp services pty ltd,"$64,775.74",03/09/2028,3668
INV260107,Vehicle tow away and impound services,Nationwide Towing Services (AU),"$53,233.78",14/06/2026,3585
INV260108,Open spaces management - region 1,Citywide Service Solutions Pty. Ltd.,210820.24 AUD,26/01/2026,3676
INV260109,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,0.2m,20/09/2028,3668
INV260110,Vehicle tow away and impound services,Nationwide To,33467.22 AUD,15/08/2028,3585
INV260111,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,0.2m,27/12/21,3668
INV260112,Building cleaning services,Menzies International (Aust) Pty Ltd (AU),0.1m,04 March 2028,3634
INV260113,Building maintenance services,Programmed Facility Management Pty Ltd,65107.47,27 February 2025,3630
INV260114,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,127524.58,28/05/27,3678
INV260115,Building maintenance services,Programmed Facility Management Pty Ltd,0.1m,27/08/13,3630
INV260116,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,0.0m,17/03/2025, 
INV260117,Building cleaning services,Menzies International (Aust) P/L,53525.18,09/12/2029,3634
INV260118,Integrated security services,National  Protective  Services  Pty  Ltd,201962.6 AUD,25/10/09,3686
INV260119,Open spaces management - region 2,serco,"$83,305.27",11/11/2029,3677
INV260120,Parking technology services,Reino International Pty ,131381.95 AUD,27/07/21,3623
INV260121,Tree management maintenance services,Citywide Service ,39881.3 AUD,31 October 2025,3678
INV260122,Street cleaning,Spotless Facility,192166.79,15 October 2025,3669
INV260123,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),50763.9 AUD,05-Jul-2026,3634
INV260124,Street cleaning,Spotless Facility Services Pty Ltd,"$157,123.77",13/09/2026,3669
INV260125,Open spaces management - region 2,SERCO,168689.39 AUD,25/09/09,3677
INV260126,Open spaces management - region 1,Citywide Service Solutions P/L,53746.01,25/04/2025,3676
INV260127,Parking technology services,reino international pty ltd t/a duncan solutions,"$133,548.18",11-May-2025,3623
INV260128,Vehicle tow away and impound services,Nationwide To,"$4,190.87",25/07/24, 
INV260129,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,80261.93,03-Aug-2029,3668
INV260130,Vehicle tow away and impound services,NationwideTowingServices,205121.98,03/09/2027,3585
INV260131,Open spaces management - region 2,Victorian YMCA Community Programming Pty Ltd (AUS),67412.98,25/07/07,3615
INV260132,Building maintenance services,ProgrammedFacilityManagementPtyLtd,"$69,369.43",18 October 2028,3630
INV260133,Open spaces management - region 2,SERCO,0.2m,27-Feb-2028,3677
INV260134,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,"$162,019.56",23/09/2028,3676
INV260135,Melbourne Town Hall venue management,Showtime  Event  Group  Pty  Ltd,0.0m,17-Dec-2025,3670
INV260136,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,"$216,050.1",11/05/2028,3615
INV260137,Tree management maintenance services,Citywide Service ,51869.56 AUD,04/10/2027,3678
INV260138,Building maintenance services,Programmed Facility,0.2m,03/04/2029,3630
INV260139,Open spaces management - region 1,Citywide Service Solutions P/L,"$196,629.37",29/06/10,3676
INV260140,Street cleaning,Spotless Facility,30027.34,2027-06-17,3669
INV260141,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,214737.7,02 December 2026, 
INV260142,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,246972.01,14/06/2025,3665
INV260143,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,233641.78 AUD,27/11/23,3615
INV260144,Street cleaning,spotless facility services pty ltd,168971.22,09/12/2026,3669
INV260145,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,3320.9 AUD,25/02/26,3669
INV260146,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,0.0m,28-Aug-2027,3676
INV260147,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AU),"$221,238.29",18 February 2028,3676
INV260148,Open spaces management - region 1,Citywide Sermice Solutions Pty Ltd,231378.97,19 February 2026,3676
INV260149,Street cleaning,Spotless Facility Services Pty Ltd,8275.15,29/10/11,3669
INV260150,Waste management services,Cleanaway Waste Management Limited,111339.92,29/08/01,3556
INV260151,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,"$60,427.41",29/01/2028,3623
INV260152,Building maintenance services,Programmed Facility Management Pty Ltd (AU),239917.99 AUD,09-May-2029,3630
INV260153,Integrated security services,National Protective Services Pty Ltd,"$11,481.44",25-Oct-2025,3686
INV260154,Building maintenance services,Programmed Facility Mgmt Pty Ltd,"$89,204.55",16-Dec-2028,3630
INV260155,Building cleaning services,Spotless Facility Services Pty Ltd,26608.85 AUD,,3669
INV260156,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),52133.04,08/04/2027,3634
INV260157,Building maintenance services,Programmed Facility,0.2m,26 January 2028,3630
INV260158,Building maintenance services,Programmed Facility Management Pty Ltd,0.0m,2028-10-28,3630
INV260159,Management of Active Melbourne recreation facilities,Victorian YMCA Communisy Programming Pty Ltd,17970.18,27/10/08,3615
INV260160,Waste management services,Cleanaway  Waste  Management  Limited,"$129,739.89",2028-11-08,3556
INV260161,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),184245.1 AUD,25/10/31,3634
INV260162,Street cleaning,Spotless Facility Services Pty Ltd (AUS),156972.12,11/09/2029,3669
INV260163,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,"$23,854.39",25/01/28,3630
INV260164,Graffiti management and pressure cleaning services,Calcorp,112712.23 AUD,09/11/2028,3668
INV260165,Building maintenance services,Programmed Facility,79510.39 AUD,15 December 2025,3630
INV260166,Vehicle tow away and impound services,NationwideTowingServices,230242.93,14-Jul-2025,3585
INV260167,Waste management services,cleanaway waste management limited,0.1m,12/08/2029,3556
INV260168,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,0.2m,29-Jun-2028,3585
INV260169,Building maintenance services,Programmed Facolity Management Pty Ltd,"$172,897.0",2028-04-08,3630
INV260170,Building maintenance services,Programmed Facility Management Pty Ltd,77839.7 AUD,08/02/2026,3630
INV260171,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AU),130181.02,2027-04-08,3676
INV260172,Waste management services,CleanawayWasteManagementLimited,"$248,514.69",29/03/13,3556
INV260173,Building maintenance services,Programmed Facility Management Pty Ltd,"$222,076.25",02 September 2026,3630
INV260174,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,88674.56,15-Jun-2029,3615
INV260175,Melbourne Town Hall venue management,Showtime,195768.57,20/09/2027,3670
INV260176,Integrated security services,SERCO,"$233,872.67",28/07/16,3677
INV260177,Vehicle tow away and impound services,Nationwide To,"$149,346.02",01/02/2026,3585
INV260178,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,133589.24 AUD,29 January 2029,3668
INV260179,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AUS),78941.7,01-Apr-2027,3615
INV260180,Civil infrastructure services,Citywide Service Solutions Pty Lmd,102034.59 AUD,16/05/2028,3665
INV260181,Open spaces management - region 1,Citywide,210908.68,2026-02-20,3676
INV260182,Management of Active Melbourne recreation facilities,Victorian  YMCA  Community  Programming  Pty  Ltd,0.1m,03 October 2029,3615
INV260183,Waste management services,Citywide Service Solutions Pty Ltd,"$196,115.52",02 July 2026,3678
INV260184,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,126624.79,2029-07-09,3665
INV260185,Open spaces management - region 1,Citywide Service Solutions Pty. Ltd.,130181.89 AUD,28/12/2027,3676
INV260186,Open spaces management - region 1,National Protective Services Pty. Ltd.,"$127,571.8",2025-04-19,3686
INV260187,Integrated security services,National Protective Services P/L,0.2m,28-Feb-2029,3686
INV260188,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),"$105,689.39",31/07/2026, 
INV260189,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),17711.28,2026-06-05,3615
INV260190,Parking technology services,Reino  International  Pty  Ltd  T/A  Duncan  Solutions,186073.69 AUD,18/10/2029,3623
INV260191,Integrated security services,national protective services pty ltd,"$212,193.86",13/11/2025,3686
INV260192,Open spaces management - region 2,SERCO,"$121,641.16",05/12/2026,3677
INV260193,Melbourne Town Hall venue management,Showtime Event Group P/L,90037.82,10-Jun-2029,3670
INV260194,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,166440.44 AUD,26/10/26,3615
INV260195,Vehicle tow away and impound services,NationwideTowingServices,0.1m,27/09/29, 
INV260196,Open spaces management - region 2,SERCO (AUS),0.2m,2028-10-28,3677
INV260197,Building maintenance services,Nationwide Towing Services,194948.84 AUD,14/07/2029,3585
INV260198,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),7822.06,09 November 2027,3670
INV260199,Management of Active Melbourne recreation facilities,Victorian  YMCA  Community  Programming  Pty  Ltd,"$72,708.0",2026-10-26,3615
INV260200,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,224616.39 AUD,,3585
INV260201,Melbourne Town Hall venue management,Showtime Event,221489.81,16-Oct-2025,3670
INV260202,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),"$49,857.44",29/09/05,3670
INV260203,Waste management services,cleanaway waste management limited,228677.16,03 February 2026,3556
INV260204,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),0.2m,23/04/2029,3676
INV260205,Parking technology services,REINO INTERNATIONAL PTY LTD T/A DUNCAN SOLUTIONS,0.1m,03/03/2026,3623
INV260206,Open spaces management - region 2,SERCO,0.2m,2025-06-23,3677
INV260207,Building cleaning services,Menzies International (Aust) Pty Ltd,"$8,272.24",22-Apr-2029,3634
INV260208,Vehicle tow away and impound services,Nationwide To,154160.48,16 May 2027,3585
