InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV273001,Street cleaning,Spotless Facility Services Pty. Ltd.,213863.47,2026-12-26,3669
INV273002,Building cleaning services,Menzies Int’l (Aust) Pty Ltd,235470.75,21/02/2025,3634
INV273003,Parking technology services,Reino,158202.49,01-May-2026,3623
INV273004,Building cleaning services,MENZIES INTERNATIONAL (AUST) PTY LTD,187457.44,13-Oct-2027,3634
INV273005,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$215,699.02",26/03/28,3670
INV273006,Civil infrastructure services,Citywide Service Solutions Pty Ltd,0.2m,25/05/23,3665
INV273007,Waste management services,cleanaway waste management limited,0.2m,19/09/2027,3556
INV273008,Vehicle tow away and impound services,Nationwide Towing Services (AUS),147899.93 AUD,26/10/20,3585
INV273009,Civil infrastructure services,Citywide Service Solutions P/L,123366.49,2029-07-27,3665
INV273010,Graffiti management and pressure cleaning services,calcorp services pty ltd,"$69,333.66",31 August 2026,3668
INV273011,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,192672.17,2025-02-15,3630
INV273012,Building maintenance services,Programmed Facility Management Pty Ltd (AUS),0.1m,14 July 2026,3630
INV273013,Building cleaning services,Menzies International (Aust) Pty Ltd,"$235,562.43",22-Oct-2026,3634
INV273014,Waste management services,CleanawayWasteManagementLimited,18083.38,22-Jun-2026,3556
INV273015,Open spaces management - region 1,Citywide,0.2m,25-Dec-2026,3676
INV273016,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,0.2m,24 July 2029,3623
INV273017,Building maintenance services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,180810.83,2025-11-07,3630
INV273018,Building cleaning services,Menzies Internatio,34544.31,20-Dec-2025,3634
INV273019,Vehicle tow away and impound services,Nationwide To,156168.24,04/03/2029, 
INV273020,Building maintenance services,Programmed,35401.15,12-Oct-2026, 
INV273021,Civil infrastructure services,Citywide Service ,"$8,125.45",24 August 2027,3665
INV273022,Open spaces management - region 2,serco,0.2m,13/03/2025,3677
INV273023,Building cleaning services,Menzies International (Aust) Pty Ltd,0.2m,27/02/2025,3634
INV273024,Civil infrastructure services,Citywide Service Solutions Pty Ltd,13514.09,21-Apr-2025,3665
INV273025,Building cleaning services,Menzies Int’l (Aust) Pty Ltd,0.2m,27 September 2026,3634
INV273026,Building maintenance services,Programmed Facility Management Pty Ltd,0.2m,2029-12-15,3630
INV273027,Open spaces management - region 2,Serco,"$124,726.85",26/05/14,3677
INV273028,Waste management services,Cleanaway,0.2m,16 September 2026,3556
INV273029,Street cleaning,spotless facility services pty ltd,"$150,145.42",22 March 2025,3669
INV273030,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,140684.01,2027-08-10,3615
INV273031,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,45935.41 AUD,12/03/2027,3623
INV273032,Management of Active Melbourne recreation facilities,Victorian  YMCA  Community  Programming  Pty  Ltd,38090.25,2025-03-15,3615
INV273033,Vehicle tow away and impound services,Nationwide,53192.76 AUD,08/03/2028,3585
INV273034,Melbourne Town Hall venue management,ShowtimeEventGroupPtyLtd,81184.35,31-Jul-2028,3670
INV273035,Tree management maintenance services,Citywide Service Solutions P/L,5204.78 AUD,02 September 2025,3678
INV273036,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AUS),218365.13 AUD,26/05/28,3615
INV273037,Civil infrastructure services,Citywide Service Solutions Pty Ltd,131347.49,22 August 2026,3665
INV273038,Civil infrastructure services,citywide service solutions pty ltd,"$210,435.42",27/10/01,3665
INV273039,Waste management services,Nationwide Towing Services (AUS),"$231,274.0",27/03/16,3585
INV273040,Open spaces management - region 2,SERCO,31918.26,06/12/2028,3677
INV273041,Vehicle tow away and impound services,Nationwide TowingcServices,13892.31,10-Oct-2026,3585
INV273042,Building cleaning services,Menzies International (Aust) Pty Ltd,"$142,354.57",28/07/10,3634
INV273043,Civil infrastructure services,Citywide Service Solutions P/L,62504.34,29-Nov-2029,3665
INV273044,Open spaces management - region 2,SERCO,"$247,721.23",27/03/31,3677
INV273045,Open spaces management - region 2,SERCO,161704.6,12/04/2029, 
INV273046,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),186061.12,16/06/2025,3665
INV273047,Waste management services,Cleanaway Waste Management LTD,131104.11 AUD,2029-12-31,3556
INV273048,Street cleaning,Spotless Facility Services P/L,69474.19 AUD,27 May 2025, 
INV273049,Street cleaning,Spotless  Facility  Services  Pty  Ltd,15326.69,19 February 2027,3669
INV273050,Open spaces management - region 2,SERCO,"$185,056.19",19/02/2027, 
INV273051,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,,29/05/10,3585
INV273052,Open spaces management - region 1,Citywide Service Solutions P/L,55127.69,03/06/2029, 
INV273053,Graffiti management and pressure cleaning services,Calcorp,"$80,314.26",08/04/2026,3668
INV273054,Waste management services,Cleanaway Waste Management Limited,3337.02,17/09/2026,3556
INV273055,Street cleaning,Spotless Facility Services Pty Ltd (AUS),5829.45 AUD,16 May 2026,3669
INV273056,Vehicle tow away and impound services,Natiogwide Towing Services,181070.5,27 December 2026,3585
INV273057,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),0.2m,20 May 2028,3670
INV273058,Waste management services,Cleanaway Waste Mgmt Limited,249424.87,28/06/27,3556
INV273059,Tree management maintenance services,Citydide Service Solutions Pty Ltd,"$219,503.48",2027-04-13,3678
INV273060,Civil infrastructure services,Citywide Service Solutions P/L,65895.96,2026-12-24,3665
INV273061,Civil infrastructure services,Citywide Service Solutions Pty Ltd,81164.04,17/09/2029,3665
INV273062,Melbourne Town Hall venue management,Showtime Event,184512.14 AUD,2026-06-20,3670
INV273063,Civil infrastructure services,Citywide  Service  Solutions  Pty  Ltd,135852.14,11 October 2029,3665
INV273064,Graffiti management and pressure cleaning services,CalcorpServicesPtyLtd,"$51,919.78",16 December 2025,3668
INV273065,Waste management services,Cleanaway Waste Mgmt Limited,0.0m,2026-11-01,3556
INV273066,Vehicle tow away and impound services,Nationwide To,"$160,236.83",13-May-2027,3585
INV273067,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),96388.97 AUD,02/12/2029,3665
INV273068,Open spaces management - region 1,Citywide  Service  Solutions  Pty  Ltd,150228.83 AUD,11 December 2029,3676
INV273069,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,226151.19 AUD,14/12/2025,3615
INV273070,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,169485.83,08/01/2027,3615
INV273071,Building cleaning services,menzies international (aust) pty ltd,143985.25,2025-02-23,3634
INV273072,Vehicle tow away and impound services,Nationwide To,0.0m,,3585
INV273073,Melbourne Town Hall venue management,Showtime Event Group gty Ltd,102786.17,21/03/2027,3670
INV273074,Waste management services,cleanaway waste management limited,35697.52,14 October 2026,3556
INV273075,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),0.2m,26/05/12,3670
INV273076,Street cleaning,Spotless Facility Services Pty Ltd,20855.32,2028-11-22,3669
INV273077,Open spaces management - region 2,SERCO,28684.14,29/02/01,3677
INV273078,Integrated security services,National Protective Services Pty. Ltd.,"$11,320.81",2025-01-16,3686
INV273079,Vehicle tow away and impound services,nationwide towing services,0.0m,07-Dec-2027,3585
INV273080,Building maintenance services,Programmed Facility Mgmt Pty Ltd,"$161,787.45",06/08/2029,3630
INV273081,Vehicle tow away and impound services,Nationwide,129657.12,11 July 2027,3585
INV273082,Building cleaning services,Nationwide Towing Services (AUS),245890.57 AUD,27 April 2025,3585
INV273083,Integrated security services,National Protective Services Pty Ltd (AUS),44665.63,22-Jan-2027,3686
INV273084,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,122756.8 AUD,28/04/08,3676
INV273085,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,220368.68 AUD,2025-04-08,3676
INV273086,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,101535.53 AUD,04 December 2026,3670
INV273087,Civil infrastructure services,Citywide Service ,188883.47,22/11/2028,3665
INV273088,Building maintenance services,Programmed Facility Management Pty Ltd,"$154,426.3",25/01/01,3630
INV273089,Integrated security services,NationalProtectiveServicesPtyLtd,101677.92 AUD,12/04/2029,3686
