InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV27001,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,106617.68,16-Nov-2026,3670
INV27002,Building maintenance services,Programmed Facility Management Pty Ltd,0.1m,22/10/2025,3630
INV27003,Building maintenance services,Programmed Facility Mgmt Pty Ltd,240354.98 AUD,02/01/2025,3630
INV27004,Open spaces management - region 2,SERCO,"$182,560.79",26 October 2028,3677
INV27005,Parking technology services,Reino International P/L T/A Duncan Solutions,0.0m,02 March 2025, 
INV27006,Integrated security services,National Protective Services Pty. Ltd.,0.1m,10/02/2026,3686
INV27007,Integrated security services,National Protective Services Pty Ltd (AUS),14852.69 AUD,23 March 2027,3686
INV27008,Integrated security services,National Protective Services Pty Ltd (AUS),192687.67 AUD,26/07/24,3686
INV27009,Integrated security services,national protective services pty ltd,245311.19,29/01/2029,3686
INV27010,Management of Active Melbourne recreation facilities,Victorian YMCl Community Programming Pty Ltd,145239.51,13-Aug-2028,3615
INV27011,Vehicle tow away and impound services,Spotless Facility Services Pty. Ltd.,172725.99,24/02/2028,3669
INV27012,Parking technology services,Reino,84564.03 AUD,10-Apr-2026,3623
INV27013,Vehicle tow away and impound services,Nationwide Towing Services,71730.56,25/08/09,3585
INV27014,Building cleaning services,Menzies  International  (Aust)  Pty  Ltd,37518.19,26/08/19, 
INV27015,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,"$80,355.76",28 October 2027,3676
INV27016,Waste management services,Cleanaway Waste Management Limited (AU),"$94,483.37",19/05/2026,3556
INV27017,Open spaces management - region 2,SERCO,"$11,010.14",21-May-2027,3677
INV27018,Integrated security services,NationalProtectiveServicesPtyLtd,0.0m,07-Sep-2026,3686
INV27019,Street cleaning,SpotlessFacilityServicesPtyLtd,168064.37,10/11/2029,3669
INV27020,Building cleaning services,cleanaway waste management limited,228197.24,28/07/09,3556
INV27021,Graffiti management and pressure cleaning services,CalcorpServicesPtyLtd,227107.91 AUD,25/09/26,3668
INV27022,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,106109.38 AUD,05-Jun-2025,3678
INV27023,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,0.2m,05/02/2025,3670
INV27024,Vehicle tow away and impound services,Nationwide Towing Services (AU),194404.29 AUD,15/11/2028,3585
INV27025,Open spaces management - region 2,SERCO (AU),77948.95,15/05/2027, 
INV27026,Open spaces management - region 2,Serco,199333.21,2027-11-13,3677
INV27027,Civil infrastructure services,CITYWIDE SERVICE SOLUTIONS PTY LTD,158691.38,25/02/26,3665
INV27028,Building cleaning services,Menzies Intl (Aust) Pty Ltd,87825.83 AUD,25/06/02, 
INV27029,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,110018.08,28/04/25,3630
INV27030,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),1484.61,19-Jul-2029,3670
INV27031,Open spaces management - region 2,SERCO (AUS),"$102,685.85",13/08/2026,3677
