InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV328001,Building cleaning services,Menzies International mAust) Pty Ltd,225925.98 AUD,2026-11-11,3634
INV328002,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,0.1m,19/12/2029,3615
INV328003,Tree management maintenance services,Citywide Service ,0.2m,07 July 2028,3678
INV328004,Parking technology services,Reino,246751.63 AUD,30-Aug-2026,3623
INV328005,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,0.2m,26/12/04,3676
INV328006,Graffiti management and pressure cleaning services,Calcorp Services P/L,0.2m,10/08/2028,3668
INV328007,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),"$161,261.58",15/11/2028,3665
INV328008,Melbourne Town Hall venue management,showtime event group pty ltd,0.0m,14/09/2027,3670
INV328009,Street cleaning,Spotless Fxcility Services Pty Ltd,108561.63 AUD,15/04/2026,3669
INV328010,Parking technology services,Reino,"$140,078.63",29/03/28,3623
INV328011,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,0.1m,27/06/08,3623
INV328012,Open spaces management - region 2,SERCO,"$56,875.93",19-Sep-2026,3677
INV328013,Vehicle tow away and impound services,Nationwide  Towing  Services,12917.55,2027-02-17,3585
INV328014,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),241309.44,2027-04-13,3676
INV328015,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,0.1m,22/11/2027,3615
INV328016,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,216970.49,27 December 2027,3615
INV328017,Building cleaning services,Menzies International (Aust) Pty Ltd,210344.11 AUD,10/04/2026,3634
INV328018,Waste management services,cleanaway waste management limited,230234.1,2027-09-26,3556
INV328019,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,0.1m,31/08/2026,3668
INV328020,Civil infrastructure services,Citywide,"$169,905.64",26 February 2027,3665
INV328021,Waste management services,Cleanaway Waste Mgmt Limited,"$68,624.25",2025-03-17,3556
