InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV203001,Building maintenance services,Programmed,27656.24 AUD,17-May-2027,3630
INV203002,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,"$8,656.11",03/05/2029,3615
INV203003,Integrated security services,National Protective Services Pty. Ltd.,236835.34,2029-10-28,3686
INV203004,Vehicle tow away and impound services,nationwide towing services,0.0m,28/06/24,3585
INV203005,Building maintenance services,Programmed Facility Management Pty Ltd,91115.63,05 August 2027,3630
INV203006,Building maintenance services,Programmed Facility Management Pty Ltd (AUS),"$24,506.42",05/06/2029, 
INV203007,Vehicle tow away and impound services,nationwide towing services,190309.5,11-Jun-2027,3585
INV203008,Tree management maintenance services,Citywide Service Solutions Pty. Ltd.,"$69,776.32",29/11/09,3678
INV203009,Building maintenance services,Programmed Facility Management P/L,0.2m,2028-03-29,3630
INV203010,Open spaces management - region 2,Citywide Service Solutions Pty Ltd (AU),0.2m,28/10/2026,3665
INV203011,Building cleaning services,Menzies International (Aust) Pty Ltd,86577.57,07/07/2026,3634
INV203012,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,244709.21,16 April 2028,3630
INV203013,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,0.2m,,3669
INV203014,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,249942.93 AUD,08/06/2027,3668
INV203015,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,"$215,572.13",06/05/2026,3615
INV203016,Waste management services,Showtime Event Group Pty Ltd (AUS),"$211,126.27",2026-06-29,3670
INV203017,Street cleaning,SpotlessFacilityServicesPtyLtd,105876.55,14 October 2027,3669
INV203018,Integrated security services,National Protectiv,0.2m,20/07/2028,3686
INV203019,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,228464.46 AUD,16/05/2027,3668
INV203020,Vehicle tow away and impound services,Nationwidy Towing Services,65410.48,05-Oct-2025,3585
INV203021,Building cleaning services,Menzies International (Aust) Pty. Ltd.,52256.94 AUD,29/11/01,3634
INV203022,Tree management maintenance services,Citywide Service Solutions Pty Ltd,0.1m,26/10/09,3678
INV203023,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,118236.75 AUD,03/07/2029,3676
INV203024,Waste management services,Cleanaway Waste Management Limited,"$126,927.33",15 December 2028,3556
INV203025,Street cleaning,Spotless,0.2m,07/05/2027,3669
INV203026,Waste management services,Cleanaway Waste Management Limited,113874.98,30/07/2029,3556
INV203027,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),178155.93,2027-04-25,3665
INV203028,Parking technology services,REINO INTERNATIONAL PTY LTD T/A DUNCAN SOLUTIONS,141948.09,2027-12-24,3623
INV203029,Open spaces management - region 1,Programmed Facility Management Pty Ltd,0.1m,21/02/2029,3630
INV203030,Building maintenance services,Programmed Facility Management Pty Ltd (AUS),140720.55 AUD,2029-08-27,3630
INV203031,Parking technology services,Reino,0.2m,07-Jul-2029,3623
INV203032,Waste management services,Cleanaway,"$142,642.74",2028-12-15,3556
INV203033,Open spaces management - region 1,MenziesInternational(Aust)PtyLtd,0.1m,19/03/2029,3634
INV203034,Integrated security services,National Protective Services Pty Ltd (AU),0.2m,29/07/04,3686
INV203035,Graffiti management and pressure cleaning services,CalcorpServicesPtyLtd,161841.59,12-Oct-2025,3668
INV203036,Open spaces management - region 1,Citywide Service SolutionsoPty Ltd,0.2m,30/01/2029,3676
INV203037,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),146734.27 AUD,28/01/28,3665
INV203038,Street cleaning,Spotless Facility Services Pty Ltd,"$54,138.93",18 August 2029,3669
INV203039,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,0.2m,16 February 2026,3670
INV203040,Building cleaning services,Menzies International (Aust) Pty Ltd (AU),229179.81 AUD,26/11/29,3634
