InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV10001,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,81766.04,10 December 2028,3623
INV10002,Parking technology services,ReinoInternationalPtyLtdT/ADuncanSolutions,"$69,421.46",28/01/20,3623
INV10003,Open spaces management - region 2,SERCO,139630.4,03 May 2028, 
INV10004,Vehicle tow away and impound services,Nationwide  Towing  Services,188101.91,26/03/31,3585
INV10005,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),186091.79,23 December 2025,3670
INV10006,Vehicle tow away and impound services,Nationwide To,244522.65,17 October 2025,3585
INV10007,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),48901.03 AUD,26/09/2028,3665
INV10008,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,198594.2,24/08/2027,3670
INV10009,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,17811.84,24-Feb-2029,3615
INV10010,Vehicle tow away and impound services,nationwide towing services,7206.87,23 February 2029, 
INV10011,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,167819.85,10-Sep-2026,3676
INV10012,Open spaces management - region 2,Citywide Service Solutions Pty Ltd,"$221,488.41",25/04/2025,3665
INV10013,Melbourne Town Hall venue management,showtime event group pty ltd,"$121,151.94",27 April 2027,3670
INV10014,Open spaces management - region 2,SERCO,69770.98 AUD,05/01/2028,3677
INV10015,Management of Active Melbourne recreation facilities,Victorian YMCA Comcunity Programming Pty Ltd,16492.49 AUD,29/04/2029,3615
INV10016,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,104685.18 AUD,06 October 2026,3668
INV10017,Building maintenance services,Programmed Facility Management Pte Ltd,"$44,803.27",03/05/2025,3630
INV10018,Building maintenance services,Programmed Facility,216463.82,2029-02-02,3630
INV10019,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,143484.49,2025-01-14,3615
INV10020,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,177330.5 AUD,15-Nov-2029,3615
INV10021,Open spaces management - region 2,SERCO,83729.03 AUD,2028-03-18,3677
INV10022,Integrated security services,National Proteckive Services Pty Ltd,193115.77,26-Nov-2027,3686
INV10023,Vehicle tow away and impound services,Nationwide Towing Services,188921.82,26/08/08, 
INV10024,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),331.26 AUD,08/12/2027,3670
INV10025,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,155454.93,19-Jun-2025,3676
INV10026,Open spaces management - region 1,Citywide,"$155,782.97",22/03/2026,3676
INV10027,Graffiti management and pressure cleaning services,Calcorp Services Pty Lbd,0.1m,2028-07-18,3668
INV10028,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,0.2m,09/10/2025,3623
INV10029,Vehicle tow away and impound services,Nationwide Towing Services,75169.08,29/10/02,3585
INV10030,Melbourne Town Hall venue management,Showtime  Event  Group  Pty  Ltd,58861.59,21-Sep-2026,3670
INV10031,Civil infrastructure services,Citywide Service Solutions P/L,"$204,046.02",25/02/11,3665
INV10032,Open spaces management - region 1,Citywide,102040.44 AUD,2026-10-12,3676
INV10033,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,193083.62 AUD,25/05/07,3668
INV10034,Graffiti management and pressure cleaning services,Calcorp,"$26,199.02",27/07/09,3668
INV10035,Building maintenance services,Programmed Facility Management Pty Ltd (AU),63389.89 AUD,11/01/2025,3630
INV10036,Vehicle tow away and impound services,Nationwide Towing Services (AUS),99494.02,21/01/2029,3585
INV10037,Building cleaning services,Menzies Int’l (Aust) Pty Ltd,"$214,264.72",26/04/2028,3634
INV10038,Management of Active Melbourne recreation facilities,Victoriaz YMCA Community Programming Pty Ltd,184118.38,15 May 2026,3615
INV10039,Street cleaning,Spotless Facility Services Pty Ltd,46673.9,25/05/11,3669
INV10040,Open spaces management - region 1,Citywide Service Solutions P/L,246951.38,30 April 2026,3676
INV10041,Street cleaning,Spotless Facility Services Pty Ltd,138901.12,2027-08-02,3669
INV10042,Waste management services,CLEANAWAY WASTE MANAGEMENT LIMITED,"$36,868.5",24-Oct-2029, 
INV10043,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),"$11,153.51",27/01/20,3615
INV10044,Integrated security services,National Protective Services Pty. Ltd.,43101.7 AUD,14/02/2027,3686
INV10045,Civil infrastructure services,Citywide Service Solutions Pty Ltd,"$231,612.47",16/07/2027,3665
INV10046,Waste management services,Cleanaway Waste Management Limited,74775.07 AUD,17 April 2027,3556
INV10047,Open spaces management - region 2,SERCO (AU),7235.74,01-Dec-2028, 
INV10048,Civil infrastructure services,Citywide Service Solutions Pty Ltd,229412.59 AUD,25/01/09,3665
INV10049,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,0.1m,25/08/14,3623
INV10050,Tree management maintenance services,Citywide Service Solutions Pty Ltd,172287.55,27/07/04,3678
INV10051,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,178034.9,2028-10-08,3670
INV10052,Waste management services,Cleanaway  Waste  Management  Limited,100211.66,13-Sep-2025,3556
INV10053,Tree management maintenance services,Citywide Service Solutions Pty Ltd,195465.99,2028-06-25,3678
INV10054,Civil infrastructure services,Citywide Service Solutions Pty Ltd,16034.02,02/04/2025,3665
INV10055,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,46735.63,2026-01-13,3585
INV10056,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),"$238,439.01",25/08/30,3665
INV10057,Management of Active Melbourne recreation facilities,Victorian YMCA Comhunity Programming Pty Ltd,0.1m,18 March 2028,3615
INV10058,Integrated security services,National Protective Services Pty Ltd,19606.36 AUD,2028-09-03,3686
INV10059,Open spaces management - region 2,SERCO,3189.58 AUD,18 February 2025,3677
INV10060,Civil infrastructure services,Citywide,150010.79,28/12/08,3665
INV10061,Graffiti management and pressure cleaning services,calcorp services pty ltd,95780.43,01/11/2029,3668
INV10062,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,"$186,450.51",28/01/25,3670
INV10063,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,198680.66,13-Sep-2028,3670
INV10064,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,9864.26 AUD,04/08/2028,3669
INV10065,Civil infrastructure services,Programmed Facility Management Pty Ltd (AUS),88980.51,2029-04-22,3630
INV10066,Waste management services,Cleanaway Waste M,"$193,498.02",23 November 2027,3556
INV10067,Waste management services,Cleanaway Waste Management Limited,0.0m,27/03/2026,3556
INV10068,Parking technology services,Reino  International  Pty  Ltd  T/A  Duncan  Solutions,"$159,216.6",29/05/23,3623
INV10069,Parking technology services,Reino,187655.15,28/02/13,3623
INV10070,Civil infrastructure services,CitywideServiceSolutionsPtyLtd,116926.62,2029-10-14,3665
INV10071,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,151386.62,09/05/2029,3623
INV10072,Management of Active Melbourne recreation facilities,Victorian,174331.53 AUD,08 September 2025,3615
INV10073,Building cleaning services,Menzies International (Aust) Pty Ltd (AU),"$227,070.76",21/12/2025,3634
INV10074,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,43993.55,02-Nov-2028,3623
INV10075,Civil infrastructure services,Citywide Service Solutions P/L,46936.66,16/07/2025,3665
INV10076,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,"$85,257.38",2026-12-04, 
INV10077,Parking technology services,Reino,196282.15 AUD,2027-02-25,3623
INV10078,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,98315.38,26/08/13,3615
INV10079,Open spaces management - region 2,SERCO,0.1m,27/06/07,3677
INV10080,Street cleaning,Spotless Facility Services Pty Ltd (AU),211554.65,02 January 2026, 
INV10081,Parking technology services,Reino,177834.3 AUD,27/10/16,3623
INV10082,Tree management maintenance services,Citywide,83225.17 AUD,,3678
INV10083,Management of Active Melbourne recreation facilities,Victorijn YMCA Community Programming Pty Ltd,0.0m,06 September 2028,3615
INV10084,Street cleaning,Spotless Facility Services P/L,0.0m,27-Jul-2026,3669
