InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV200001,Graffiti management and pressure cleaning services,Calcorp Services P/L,168594.24,07/01/2029,3668
INV200002,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,"$51,475.98",2026-02-18,3623
INV200003,Open spaces management - region 1,Citywide,145496.5 AUD,27-Aug-2029,3676
INV200004,Vehicle tow away and impound services,Nationwide Towing Services,0.1m,24 October 2028,3585
INV200005,Civil infrastructure services,Citywide Service Solutions Pty Ltd,"$26,185.27",27/10/15,3665
INV200006,Building maintenance services,Programmed Facility Management Pty Ltd,125959.83,21/01/2027,3630
INV200007,Integrated security services,oERCO,0.2m,28/10/27,3677
INV200008,Parking technology services,Reino International Pty ,161785.47,19-Sep-2026,3623
INV200009,Building maintenance services,Programmed Facility Management Pty Ltd,"$136,106.33",07-Aug-2028,3630
INV200010,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AU),"$213,650.4",12/09/2026,3668
INV200011,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AUS),0.1m,2029-01-24,3670
INV200012,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,41211.99 AUD,08 October 2028,3615
INV200013,Integrated security services,national protective services pty ltd,92271.22,28/01/08,3686
INV200014,Building cleaning services,Mendies International (Aust) Pty Ltd,"$236,984.27",22/07/2028,3634
INV200015,Street cleaning,Spotless Facility Services Pty Ltd,57822.31,28/04/01,3669
INV200016,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,227165.92 AUD,26/10/14,3670
INV200017,Melbourne Town Hall venue management,Showtime Event,0.1m,01/09/2029, 
INV200018,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,"$172,478.51",11/02/2025,3623
INV200019,Street cleaning,Spotless,0.2m,18-May-2025,3669
INV200020,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,,05-Jul-2027,3615
INV200021,Waste management services,Cleanaway Waste Management Limited,0.1m,24-May-2026,3556
INV200022,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,"$53,700.93",16/05/2027,3669
INV200023,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,34760.35,23/10/2029, 
INV200024,Open spaces management - region 2,SERCO,0.0m,2027-10-16,3677
INV200025,Civil infrastructure services,Citywide,0.2m,05/02/2028,3665
INV200026,Graffiti management and pressure cleaning services,Calcorp Services P/L,"$223,783.51",22/06/2028,3668
INV200027,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,213279.65 AUD,12-Mar-2029,3615
INV200028,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,120403.14,,3670
INV200029,Civil infrastructure services,CitywideServiceSolutionsPtyLtd,226708.18 AUD,29/08/2027,3665
INV200030,Waste management services,Cleanaway Waste Management Limited,71749.0 AUD,29/08/12,3556
INV200031,Melbourne Town Hall venue management,ShowtimeEventGroupPtyLtd,161614.19,25/01/09,3670
INV200032,Building maintenance services,Programmed Facility Managemeit Pty Ltd,210504.96 AUD,2029-11-20,3630
INV200033,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AU),0.1m,16-Oct-2028,3676
INV200034,Tree management maintenance services,Cityyide Service Solutions Pty Ltd,0.2m,02 August 2028,3678
INV200035,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$87,616.43",28/09/25,3670
INV200036,Melbourne Town Hall venue management,Showtime Event Gsoup Pty Ltd,173666.22 AUD,02 February 2029,3670
INV200037,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,39743.13,25/06/26,3670
INV200038,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,122621.65,29/09/07,3678
INV200039,Civil infrastructure services,Citywide Service Solutions Pty Ltd,202846.09,01 January 2025,3665
INV200040,Open spaces management - region 1,Citywide,"$7,403.51",15-Aug-2029,3676
INV200041,Vehicle tow away and impound services,Nationwide,117192.77 AUD,29/03/11,3585
INV200042,Waste management services,showtime event group pty ltd,136883.37 AUD,20-Dec-2027,3670
INV200043,Integrated security services,NationalProtectiveServicesPtyLtd,227950.9,18-Mar-2028,3686
INV200044,Building cleaning services,Menzies International (Aust) Pty Ltd,217068.95,07/12/2029,3634
INV200045,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions (AU),0.1m,04/11/2028,3623
INV200046,Graffiti management and pressure cleaning services,Calcorv Services Pty Ltd,0.0m,09 February 2026,3668
INV200047,Vehicle tow away and impound services,Showtime Evjnt Group Pty Ltd,0.2m,12-Sep-2028,3670
INV200048,Integrated security services,National Protective Services Pty Ltd,82352.39,31/05/2025,3686
INV200049,Waste management services,Cleanaway Waste Management LTD,65086.41,26/09/24,3556
INV200050,Building maintenance services,Programmed Facility Management P/L,15916.55,02/05/2029,3630
INV200051,Waste management services,Spotless Facility Services Pty Ltd,116008.84 AUD,2026-02-26,3669
INV200052,Integrated security services,National,179223.98,09/07/2025,3686
INV200053,Tree management maintenance services,Citywide Service Solutions Pty Ltd,5037.79 AUD,24-Aug-2027,3678
INV200054,Open spaces management - region 2,SERCO (AU),0.2m,2025-06-03,3677
INV200055,Vehicle tow away and impound services,Nationwide Towing Services,0.1m,12 January 2028,3585
INV200056,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),55342.78,16/11/2027,3665
INV200057,Waste management services,Calcorp Services Pty Ltd,"$197,874.2",12-Dec-2028,3668
INV200058,Vehicle tow away and impound services,Nationwide Towyng Services,"$175,912.99",16/05/2029,3585
INV200059,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,0.2m,2025-01-22,3676
INV200060,Building maintenance services,Programmed Facility Mgmt Pty Ltd,40126.53,20-Sep-2025,3630
INV200061,Building cleaning services,MENZIES INTERNATIONAL (AUST) PTY LTD,0.2m,20/06/2025,3634
INV200062,Building maintenance services,Programmed Facility,56447.37,30/11/2025,3630
INV200063,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AUS),23103.51,06 January 2026,3615
INV200064,Civil infrastructure services,Citywide Service Solutions Pty Ltd,0.2m,24/09/2028,3665
INV200065,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,52885.57 AUD,28/01/09,3623
INV200066,Integrated security services,National Protective Services Pty Ltd,13767.44 AUD,22-Dec-2026,3686
INV200067,Building maintenance services,Programsed Facility Management Pty Ltd,"$242,939.1",29/07/25,3630
INV200068,Building cleaning services,Menzies International (Aust) Pty Ltd,0.0m,24/01/2025,3634
INV200069,Building maintenance services,ProgrammedFacilityManagementPtyLtd,113783.32 AUD,22/03/2027,3630
INV200070,Vehicle tow away and impound services,Nationwide Towing Services,180184.05,29/08/2029,3585
INV200071,Building cleaning services,Menzies International (Aust) Pty Ltd,32120.08,2027-09-10,3634
INV200072,Building cleaning services,SERCO,"$80,472.59",29/06/25,3677
INV200073,Street cleaning,Spotless Facility Servicel Pty Ltd,"$103,988.42",26/03/30,3669
INV200074,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AUS),54729.41,03/03/2028,3678
INV200075,Integrated security services,National Protective Services P/L,196711.87 AUD,02-Jan-2025,3686
INV200076,Waste management services,Cleanaway Waste Management Limited (AUS),61599.12,27/10/07,3556
INV200077,Open spaces management - region 1,Citywide Service Soiutions Pty Ltd,110735.27 AUD,25 May 2029,3676
INV200078,Open spaces management - region 1,Citywide Service ,246579.91,26/02/02,3676
INV200079,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,"$136,848.65",2026-11-10,3585
INV200080,Vehicle tow away and impound services,Nationwide To,96282.22,2025-07-27,3585
INV200081,Street cleaning,Spotless Facility Services Pty Ltd,225985.0,2025-12-31,3669
INV200082,Vehicle tow away and impound services,Nationwide Towing Services (AUS),1606.49 AUD,29/04/19,3585
