InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV92001,Civil infrastructure services,Citywide Service Solutions Pty Ltd,"$188,673.09",2028-11-24,3665
INV92002,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,16763.96,27 September 2028,3623
INV92003,Waste management services,Cleanaway,"$195,054.31",08 August 2027,3556
INV92004,Building cleaning services,citywide service solutions pty ltd,139006.97 AUD,29/11/28,3665
INV92005,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,182486.66,05 June 2028,3615
INV92006,Waste management services,Cleanaway Waste Management Limited (AUS),79123.83,15/08/2028,3556
INV92007,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,0.1m,09 March 2026, 
INV92008,Open spaces management - region 2,SERCO,"$214,705.91",15/07/2025,3677
INV92009,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,"$63,206.57",16-Jun-2027,3623
INV92010,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,16167.5 AUD,14 May 2027,3678
INV92011,Building cleaning services,Menzies International (Aust) P/L,0.2m,22/06/2025,3634
INV92012,Melbourne Town Hall venue management,Showtime Event Grouh Pty Ltd,96695.08 AUD,08 June 2027,3670
INV92013,Melbourne Town Hall venue management,National Protective Services Pty Ltd (AUS),0.1m,2025-09-24,3686
INV92014,Street cleaning,Spotless,121714.19 AUD,11-Aug-2028,3669
INV92015,Street cleaning,Spotless Facility Services Pty Ltd (AU),"$52,616.7",2028-02-23,3669
INV92016,Open spaces management - region 2,Serco,225845.79,26/02/04,3677
INV92017,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),"$97,166.22",01-Feb-2025,3615
INV92018,Tree management maintenance services,Citywide,89280.96 AUD,12 August 2025,3678
INV92019,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,105844.57,2029-05-09,3623
INV92020,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,64828.99 AUD,2028-10-02,3623
INV92021,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,0.1m,31-Jan-2029,3615
INV92022,Open spaces management - region 1,Citywide Service Solutions Pty. Ltd.,249732.26,02/09/2026,3676
INV92023,Civil infrastructure services,Victorian  YMCA  Community  Programming  Pty  Ltd,128975.77 AUD,18/03/2028,3615
INV92024,Waste management services,Cleanaway,0.0m,04/07/2025,3556
INV92025,Vehicle tow away and impound services,NationwideTowingServices,0.2m,12-May-2029,3585
INV92026,Building maintenance services,Programmed,102593.5 AUD,29/07/29,3630
INV92027,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),207486.97,2029-03-03,3670
INV92028,Building maintenance services,Programmed Facility Management Pty Ltd (AU),19593.09,25/07/06,3630
INV92029,Waste management services,Cleanaway Waste M,72312.86 AUD,25/03/2027,3556
INV92030,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,14762.15,09/10/2028,3676
INV92031,Waste management services,SpotlessFacilityServicesPtyLtd,67480.07,2025-01-29,3669
INV92032,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,0.0m,30 January 2029,3615
INV92033,Waste management services,Citywidn Service Solutions Pty Ltd,"$187,894.35",02-Nov-2027,3678
INV92034,Melbourne Town Hall venue management,Showtime Event Group Pty Ltx,81713.29,07-May-2026,3670
INV92035,Street cleaning,Spotless Facility,64809.66,20 September 2027,3669
INV92036,Civil infrastructure services,Reino International Pty ,115518.21,25/05/05,3623
INV92037,Open spaces management - region 2,SERCO (AU),"$235,208.19",2029-07-11,3677
INV92038,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,0.1m,2029-07-15,3615
INV92039,Vehicle tow away and impound services,Nationwide Towing Services,"$234,100.94",25/02/2029,3585
INV92040,Building cleaning services,Menzies International (Aust) Pty Ltd,192903.5,24/05/2025,3634
INV92041,Building cleaning services,Menzies International (Aust) Pty. Ltd.,135018.35 AUD,28-Sep-2029,3634
INV92042,Open spaces management - region 2,SERCO,92056.65,2029-06-23,3677
INV92043,Civil infrastructure services,Citywide,6196.49 AUD,25/11/14,3665
INV92044,Management of Active Melbourne recreation facilities,Victoriaf YMCA Community Programming Pty Ltd,242206.69 AUD,26-Apr-2026,3615
INV92045,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,192929.09,31-Jul-2026,3676
INV92046,Tree management maintenance services,Citywide Servjce Solutions Pty Ltd,"$57,027.03",05/05/2028,3678
INV92047,Melbourne Town Hall venue management,Citywide Service Solutions Pty Ltd,"$17,953.07",2026-03-26,3665
INV92048,Waste management services,Cleanaway Waste Management LTD,35018.67 AUD,2029-10-17,3556
INV92049,Building cleaning services,Menzies,"$133,072.62",2029-04-19,3634
INV92050,Parking technology services,Reino,0.1m,20/04/2026,3623
INV92051,Vehicle tow away and impound services,Nationwide  Towing  Services,0.1m,07/12/2026,3585
INV92052,Open spaces management - region 2,serco,204204.59,,3677
INV92053,Graffiti management and pressure cleaning services,Calcorp Services P/L,"$81,534.85",22/10/2025,3668
INV92054,Building cleaning services,Menzies International (Aust) P/L,129489.39,21-May-2029,3634
INV92055,Open spaces management - region 2,Serco,694.84,11 April 2026,3677
INV92056,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),178043.68,30/07/2028,3665
INV92057,Open spaces management - region 1,Reino International Pty Ltd T/A Duncan Solutions (AUS),88088.32 AUD,15 July 2025,3623
INV92058,Waste management services,Cleanaway Waste Management Limited (AUS),43497.68 AUD,18 September 2026,3556
INV92059,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,194225.08 AUD,19/10/2029,3665
INV92060,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty. Ltd.,0.2m,2028-12-05,3615
INV92061,Integrated security services,National Protective Services Pty. Ltd.,207715.4,27 October 2027,3686
INV92062,Building cleaning services,Menzies International (Aust) P/L,"$74,743.25",02/03/2026,3634
INV92063,Melbourne Town Hall venue management,Showtime Event,30246.76,07-Dec-2026,3670
