InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV115001,Tree management maintenance services,Citywide Service Solutions Pty Ltd,"$97,434.02",10 September 2025,3678
INV115002,Civil infrastructure services,Citywide Service ,107721.0,25/09/24,3665
INV115003,Open spaces management - region 2,SERCO,159615.64,02/08/2026,3677
INV115004,Vehicle tow away and impound services,Nationwide,0.1m,02/05/2029,3585
INV115005,Street cleaning,Spotless  Facility  Services  Pty  Ltd,238310.08,29/09/21,3669
INV115006,Waste management services,Cleanaway Waste Management Limited,0.1m,12/11/2028,3556
INV115007,Vehicle tow away and impound services,nationwide towing services,0.1m,18-Apr-2029,3585
INV115008,Open spaces management - region 2,Serco,86200.04,28/01/03,3677
INV115009,Waste management services,Cleanaway Waste M,"$5,496.38",08-Jul-2029,3556
INV115010,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AU),202751.24,2025-06-16,3678
INV115011,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,119243.67 AUD,03/07/2026,3623
INV115012,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,37817.85,28/08/2027,3615
INV115013,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,0.0m,03-Apr-2025,3615
INV115014,Civil infrastructure services,CITYWIDE SERVICE SOLUTIONS PTY LTD,0.2m,25/03/29,3665
INV115015,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming P/L,137177.09 AUD,29/06/23,3615
INV115016,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,0.1m,27/11/29,3630
INV115017,Vehicle tow away and impound services,Nationwide Towing Services,"$136,899.11",23-Oct-2028,3585
INV115018,Building maintenance services,Programmed Facility Management P/L,41776.57,29/01/2025,3630
INV115019,Civil infrastructure services,Citywade Service Solutions Pty Ltd,"$201,585.87",2029-03-23,3665
INV115020,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AUS),171788.87,03/03/2025,3668
INV115021,Street cleaning,Spotless Facility Services P/L,175816.15,24-Sep-2025,3669
INV115022,Management of Active Melbourne recreation facilities,Victorian,"$144,601.95",24/01/2026,3615
INV115023,Street cleaning,Spotless,"$29,056.07",28/04/06,3669
INV115024,Integrated security services,National  Protective  Services  Pty  Ltd,190341.72,17/03/2028,3686
INV115025,Street cleaning,Spotless Facility Services Pty. Ltd.,0.2m,26/10/05,3669
INV115026,Open spaces management - region 2,SERCO,155168.68,26/03/02,3677
INV115027,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,80260.33,26/07/21,3668
INV115028,Graffiti management and pressure cleaning services,Calcorp Services P/L,232820.11 AUD,13/02/2026,3668
INV115029,Open spaces management - region 2,SERCO,"$197,697.69",18 April 2028,3677
INV115030,Melbourne Town Hall venue management,Showtime Event Group P/L,117460.71 AUD,2028-07-04,3670
INV115031,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,"$138,670.31",19 November 2027,3623
INV115032,Vehicle tow away and impound services,Nationwide,217157.31,08-Nov-2026,3585
INV115033,Waste management services,Cleanaway Waste Management Limited,68409.77 AUD,24/07/2028,3556
INV115034,Building maintenance services,Programmed Facility canagement Pty Ltd,80792.75,2025-08-02,3630
INV115035,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,"$6,044.52",2026-05-23,3668
INV115036,Parking technology services,REINO INTERNATIONAL PTY LTD T/A DUNCAN SOLUTIONS,200274.94,25/08/2027, 
INV115037,Building cleaning services,MENZIES INTERNATIONAL (AUST) PTY LTD,19028.67,02/03/2029,3634
INV115038,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,0.2m,17/10/2026,3676
INV115039,Management of Active Melbourne recreation facilities,Victorian YMCA Community Prograwming Pty Ltd,"$138,553.56",27/08/08,3615
INV115040,Open spaces management - region 2,SERCO,132495.19 AUD,15/08/2029,3677
INV115041,Vehicle tow away and impound services,Nationwide Towing Services,141807.17,13 March 2029,3585
INV115042,Street cleaning,Spotless Facility Services P/L,0.2m,19 January 2029,3669
INV115043,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AUS),99124.51 AUD,03/01/2025,3678
INV115044,Civil infrastructure services,Citywide Service Solutions P/L,154876.08,12-Sep-2027,3665
INV115045,Waste management services,Cleanaway Waste Managemenc Limited,61084.01,27-Jul-2029,3556
INV115046,Waste management services,Cleanaway Waste Mgmt Limited,189290.38 AUD,15 June 2029,3556
INV115047,Building maintenance services,Programmed,0.1m,2029-04-21,3630
INV115048,Civil infrastructure services,Citywide Service Solqtions Pty Ltd,"$186,528.85",07-Jan-2028,3665
INV115049,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,179321.92,18-Jul-2025,3676
INV115050,Building maintenance services,Programmed Facility Mgmt Pty Ltd,151330.33,21/09/2027,3630
INV115051,Management of Active Melbourne recreation facilities,Victorian YMCA uommunity Programming Pty Ltd,200148.81,19/11/2029,3615
INV115052,Parking technology services,Reino Intl Pty Ltd T/A Duncan Solutions,18355.52 AUD,05 February 2026,3623
INV115053,Street cleaning,SERCO (AUS),98728.67,26/11/07,3677
INV115054,Open spaces management - region 2,Serco,82868.06,2029-05-06,3677
INV115055,Vehicle tow away and impound services,Nationwide Towing Services (AUS),8830.21 AUD,05/07/2028,3585
INV115056,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd (AU),176052.59 AUD,26/05/29,3670
INV115057,Street cleaning,Spotless Facility Services Pty Ltd,"$105,302.09",08-Jan-2026,3669
INV115058,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),166768.34 AUD,11/05/2026,3665
INV115059,Management of Active Melbourne recreation facilities,Victorian YMCA Communihy Programming Pty Ltd,238495.84,2029-06-12,3615
INV115060,Street cleaning,Spotless Facility Services Pty. Ltd.,8920.55,28 August 2029,3669
INV115061,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,0.1m,2028-03-02,3668
INV115062,Vehicle tow away and impound services,nationwide towing services,24175.13,09-Feb-2027,3585
INV115063,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),61766.24 AUD,01 October 2029,3615
INV115064,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,249436.36 AUD,02 November 2028,3669
INV115065,Building maintenance services,Programmed Facility Management Pty Ltd,151593.28,22 April 2027,3630
INV115066,Waste management services,CLEANAWAY WASTE MANAGEMENT LIMITED,"$21,295.63",26 September 2029,3556
INV115067,Building maintenance services,Programmed Facility Management Pty Ltd,0.2m,29/12/16,3630
INV115068,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,201893.44,25-Nov-2027,3669
INV115069,Parking technology services,reino international pty ltd t/a duncan solutions,99892.81 AUD,28/12/12,3623
INV115070,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,0.1m,16 September 2028,3615
INV115071,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,41198.21,11 February 2029,3669
INV115072,Open spaces management - region 2,SERCO,65336.55 AUD,2025-10-13,3677
INV115073,Melbourne Town Hall venue management,Showtime Event,72397.65,05/03/2027,3670
INV115074,Building cleaning services,Menzies International (Aust) Pty Ltd (AU),74423.51,07-Feb-2026,3634
INV115075,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),"$195,593.53",27/06/13,3634
INV115076,Open spaces management - region 1,Citywide  Service  Solutions  Pty  Ltd,"$118,323.71",2029-05-07,3676
INV115077,Civil infrastructure services,Citywide Service Solutions P/L,"$141,391.38",2029-08-18,3665
INV115078,Graffiti management and pressure cleaning services,Calcorp Services Pjy Ltd,0.2m,04/02/2027,3668
INV115079,Graffiti management and pressure cleaning services,Calcorp vervices Pty Ltd,29262.31,26/12/17,3668
INV115080,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),"$167,301.91",2029-08-13,3665
INV115081,Civil infrastructure services,citywide service solutions pty ltd,240305.75,19/12/2029,3665
INV115082,Building cleaning services,Menzies International (Aust) Pty Ltd,"$203,270.93",2028-05-18,3634
INV115083,Parking technology services,ReinoInternationalPtyLtdT/ADuncanSolutions,"$47,858.34",08/08/2029,3623
INV115084,Open spaces management - region 2,SERCO,17637.67 AUD,23/04/2025,3677
INV115085,Tree management maintenance services,Citywide,"$146,463.06",31/05/2029,3678
INV115086,Building maintenance services,Programmed Facility Management Pty Ltd,92172.82,27/08/17,3630
INV115087,Vehicle tow away and impound services,Nationwide Towing Services,124756.84,02 July 2025,3585
INV115088,Melbourne Town Hall venue management,Cleanaway Waste Management LTD,245463.64 AUD,27/02/26,3556
INV115089,Civil infrastructure services,Citywide Service Solutions Pty Ltd,0.1m,28/07/06,3665
INV115090,Building cleaning services,Menzies  International  (Aust)  Pty  Ltd,177252.33 AUD,28/12/2029,3634
INV115091,Building cleaning services,Menzies International (Aust) Pty. Ltd.,"$145,080.98",2028-10-04,3634
INV115092,Parking technology services,Reino Int’l Pty Ltd T/A Duncan Solutions,60266.99,29 September 2026,3623
INV115093,Open spaces management - region 2,Serco,20338.8 AUD,29 June 2027,3677
INV115094,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,226725.2,2025-02-19,3676
INV115095,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,182204.28,24 March 2026,3676
INV115096,Melbourne Town Hall venue management,Showtime Event Group P/L,0.2m,14/11/2028,3670
INV115097,Vehicle tow away and impound services,Nationwide Towing Services (AUS),13337.53,24/02/2026,3585
INV115098,Integrated security services,National Protective Services P/L,0.2m,19/10/2029,3686
INV115099,Open spaces management - region 2,Serco,0.1m,28/09/28,3677
INV115100,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,169634.74 AUD,25/05/19,3623
INV115101,Building maintenance services,Programmed,240843.88 AUD,27/07/11,3630
INV115102,Building maintenance services,Programmed,201323.3 AUD,22/11/2029,3630
INV115103,Integrated security services,National Protective Services Pty Ltd (AU),71297.73 AUD,12/07/2027, 
INV115104,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,"$112,117.68",20 April 2027,3670
INV115105,Waste management services,Cleanaway Waste Management LTD,103017.8,2029-04-01,3556
INV115106,Building maintenance services,Programmed Facility Management P/L,220834.94 AUD,13/12/2029,3630
INV115107,Vehicle tow away and impound services,Nationwide,148610.96,25/10/13,3585
INV115108,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),"$207,923.58",28/02/2026,3676
INV115109,Street cleaning,Spotless Facility Services Pty Ltd,"$138,876.79",2028-06-01,3669
INV115110,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,0.1m,18 December 2026,3665
INV115111,Integrated security services,National Protective Services Pty. Ltd.,113618.5,06/12/2028,3686
INV115112,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AU),12351.81,2029-09-05,3615
INV115113,Management of Active Melbourne recreation facilities,Victorian YMCA CommunitytProgramming Pty Ltd,82452.93 AUD,06-Apr-2025, 
INV115114,Street cleaning,Spotless Facility Services P/L,"$75,734.43",21 April 2028,3669
INV115115,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,205808.02 AUD,05-Sep-2027,3678
INV115116,Building cleaning services,Menzies International (Aust) P/L,11792.49,07/10/2028,3634
INV115117,Building maintenance services,ProgrammedFacilityManagementPtyLtd,0.1m,03/07/2026,3630
INV115118,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),136881.83 AUD,2025-05-26,3634
INV115119,Open spaces management - region 2,serco,142227.05 AUD,26/03/21,3677
INV115120,Civil infrastructure services,Citywide Service Solutions Pty Ltd,97350.49 AUD,13-Apr-2026,3665
INV115121,Parking technology services,CitywideServiceSolutionsPtyLtd,0.1m,2027-09-13,3665
INV115122,Building maintenance services,Programmed Facility Mgmt Pty Ltd,"$163,576.08",26/03/2025,3630
INV115123,Melbourne Town Hall venue management,Showtime Event,106030.08,26/12/26,3670
INV115124,Parking technology services,ReinoInternationalPtyLtdT/ADuncanSolutions,0.1m,10/08/2027,3623
INV115125,Vehicle tow away and impound services,NationwideTowingServices,206590.86,2029-07-01,3585
INV115126,Tree management maintenance services,Citywide,1124.36,19-Feb-2029,3678
INV115127,Parking technology services,Reino International Pty ,206993.51,18 April 2028,3623
INV115128,Graffiti management and pressure cleaning services,Calcorp Serv,104635.94,08-Jul-2028,3668
INV115129,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,"$41,874.16",08/04/2027,3615
INV115130,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,78079.24 AUD,20/11/2025,3615
INV115131,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,122845.07 AUD,2028-12-13,3670
INV115132,Integrated security services,National Protective Services Pty Ltd (AUS),57350.69,02-Jan-2029,3686
INV115133,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,44888.65,07 February 2026,3670
INV115134,Street cleaning,spotless facility services pty ltd,200629.1,20 December 2029,3669
INV115135,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,62796.97,,3678
INV115136,Open spaces management - region 1,Citywide,238367.8 AUD,2026-09-11,3676
INV115137,Street cleaning,SpotlessFacilityServicesPtyLtd,202403.75,05-Apr-2029,3669
INV115138,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,202674.55,29/05/15,3630
INV115139,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,189501.57 AUD,14/03/2029,3615
INV115140,Civil infrastructure services,Citywide Service Solutions Pty Ltd,"$205,425.53",12-Dec-2029, 
INV115141,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,110216.46 AUD,28/09/2026,3623
INV115142,Open spaces management - region 2,SERCO,120335.16,23/01/2026,3677
INV115143,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,"$149,901.1",13/11/2028,3585
INV115144,Open spaces management - region 2,SERCO,53945.82,2029-07-19,3677
INV115145,Tree management maintenance services,Citywide Service Solutions Pty Ltd,"$121,160.46",18/08/2025,3678
INV115146,Vehicle tow away and impound services,Nationwide Towing Services (AU),129358.77,27/06/13,3585
INV115147,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,0.0m,15 August 2028,3615
INV115148,Management of Active Melbourne recreation facilities,VictorianYMCACommunityProgrammingPtyLtd,55175.4,30/05/2026,3615
INV115149,Building maintenance services,Programmed,160165.3 AUD,25-Nov-2025,3630
INV115150,Street cleaning,Spotless Facility Services Pty Ltd (AU),170313.72 AUD,17 November 2026,3669
INV115151,Street cleaning,Spotless Facility Services P/L,239003.08 AUD,16/11/2027,3669
