InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV50001,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,7761.42,20/11/2029,3615
INV50002,Civil infrastructure services,Citywide Service Solutions P/L,0.1m,2028-06-26,3665
INV50003,Open spaces management - region 2,SERCO,"$30,454.06",04-Mar-2026,3677
INV50004,Building cleaning services,Menzies,8745.74,24 November 2027, 
INV50005,Waste management services,Cleanaway Waste Managsment Limited,"$8,562.63",2025-05-11,3556
INV50006,Integrated security services,National  Protective  Services  Pty  Ltd,143740.22,17-Jul-2027,3686
INV50007,Tree management maintenance services,Citywide Service Solutions Pty Ltd,"$23,272.66",27/07/05,3678
INV50008,Street cleaning,Spotless,209683.77,26/06/21,3669
INV50009,Vehicle tow away and impound services,Nationwide Towing Services,"$249,868.99",29 October 2027,3585
INV50010,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),200386.6 AUD,10/04/2029,3634
INV50011,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,34871.47,2029-10-13,3615
INV50012,Waste management services,cleanaway waste management limited,216820.06,10-Aug-2027,3556
INV50013,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,0.2m,03/09/2027,3668
INV50014,Civil infrastructure services,CitywideServiceSolutionsPtyLtd,60379.88,25/09/2026,3665
INV50015,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,141103.21 AUD,25/12/03,3615
INV50016,Open spaces management - region 1,Citywide Service Salutions Pty Ltd,"$48,662.14",2025-04-28,3676
INV50017,Tree management maintenance services,MenziesInternational(Aust)PtyLtd,0.1m,29/01/04,3634
INV50018,Open spaces management - region 1,Citywide Service ,0.1m,2026-11-05,3676
INV50019,Graffiti management and pressure cleaning services,Calcorp Serv,0.0m,17 August 2028,3668
INV50020,Parking technology services,Reino International P/L T/A Duncan Solutions,"$235,570.04",16/03/2029,3623
INV50021,Open spaces management - region 2,SERCO (AUS),112876.73,2026-04-30,3677
INV50022,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,122494.35,28 May 2029,3670
INV50023,Building cleaning services,Menzies International (Aust) Pty Ltd,"$131,251.08",22-Dec-2028,3634
INV50024,Tree management maintenance services,Citywide Service Solutions Pty Ltd,34013.98 AUD,26/01/15,3678
INV50025,Civil infrastructure services,CitywideServiceSolutionsPtyLtd,0.2m,2027-08-19,3665
INV50026,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,66027.97,08/02/2027,3615
INV50027,Graffiti management and pressure cleaning services,Calcerp Services Pty Ltd,141859.97,2026-02-09,3668
INV50028,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions (AUS),168704.77 AUD,15 February 2025,3623
INV50029,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,0.1m,2029-04-26, 
INV50030,Open spaces management - region 1,citywide service solutions pty ltd,178458.47 AUD,14/11/2025,3676
INV50031,Street cleaning,Spotless Facility Services Pty Ltd (AU),0.1m,20/05/2028,3669
INV50032,Tree management maintenance services,Citygide Service Solutions Pty Ltd,"$98,832.7",03-Nov-2027,3678
INV50033,Building cleaning services,Menzies Int’l (Aust) Pty Ltd,155115.75,26/10/03,3634
INV50034,Building maintenance services,Programmed Facility Mgmt Pty Ltd,0.2m,12/07/2029,3630
INV50035,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,98302.79,2026-01-13,3665
INV50036,Waste management services,Cleanaway  Waste  Management  Limited,"$205,225.66",25/06/28,3556
INV50037,Melbourne Town Hall venue management,Reino Internatidnal Pty Ltd T/A Duncan Solutions,98241.55 AUD,24-Sep-2025, 
INV50038,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,153164.79,05/11/2028,3668
INV50039,Open spaces management - region 2,SERCO,229881.8 AUD,31/12/2027,3677
INV50040,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AU),199726.88,11 October 2029,3676
INV50041,Waste management services,Cleanaway Waste Management Limited,174680.92 AUD,25/12/2026,3556
INV50042,Management of Active Melbourne recreation facilities,Cleanaway Waste Mgmt Limited,194989.65,23-Mar-2026,3556
INV50043,Management of Active Melbourne recreation facilities,Victorian,68101.65,01/04/2026,3615
INV50044,Waste management services,Cleanaway Waste Management LTD,0.2m,16 December 2026,3556
INV50045,Building maintenance services,Programmed Facility Management P/L,176320.38,17 December 2029,3630
INV50046,Open spaces management - region 1,Citywide Service ,104653.46,2027-05-23,3676
INV50047,Building cleaning services,Menzies International (Aust) Pty. Ltd.,"$7,298.84",27/01/09,3634
INV50048,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,92832.4 AUD,05 May 2029,3676
INV50049,Tree management maintenance services,citywide service solutions pty ltd,0.2m,25/07/04,3678
INV50050,Integrated security services,National Protective Services Pty Ltd,17510.66 AUD,07/03/2025,3686
INV50051,Building maintenance services,Programmed Facility Management Pty Ltd,237990.82,15 November 2025,3630
INV50052,Integrated security services,National Protective Secvices Pty Ltd,0.1m,13-May-2027,3686
INV50053,Building maintenance services,Programmed Facility Management Pty Ltd,0.2m,2025-04-21,3630
INV50054,Civil infrastructure services,Citywide,117183.4 AUD,13-Jun-2028,3665
INV50055,Waste management services,Cleanaway  Waste  Management  Limited,34229.64,05/10/2025,3556
INV50056,Building maintenance services,Programmed Facility Management Pty. Ltd.,43795.38,20/10/2026,3630
INV50057,Civil infrastructure services,CITYWIDE SERVICE SOLUTIONS PTY LTD,118982.75,19/11/2026,3665
INV50058,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,43404.92,2029-12-30,3678
INV50059,Building maintenance services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,27832.55 AUD,17 February 2025,3630
INV50060,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming P/L,160299.82 AUD,12 February 2029,3615
INV50061,Waste management services,Cleanaway Waste Management LTD,108865.15,29/08/08,3556
INV50062,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,125205.49 AUD,22/07/2025,3676
INV50063,Street cleaning,Spotless Facility Services Pty Ltd (AUS),0.1m,24/02/2027,3669
INV50064,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions (AUS),0.1m,24 September 2026,3623
INV50065,Open spaces management - region 2,SERCO (AUS),190997.8,2028-05-04,3677
INV50066,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,"$103,444.88",12-Aug-2028,3665
INV50067,Open spaces management - region 2,Serco,"$151,049.85",08 February 2027,3677
INV50068,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd (AUS),183597.82,06/12/2028,3615
INV50069,Building maintenance services,Programmed Facility Management Pty Ltd,126706.33 AUD,29-Jan-2028,3630
INV50070,Parking technology services,REINO INTERNATIONAL PTY LTD T/A DUNCAN SOLUTIONS,0.1m,09-May-2027,3623
INV50071,Melbourne Town Hall venue management,SHOWTIME EVENT GROUP PTY LTD,,29/08/06,3670
INV50072,Vehicle tow away and impound services,Nationwide Towing Services,"$80,579.76",29/12/07,3585
INV50073,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,193624.04,08-Oct-2027,3615
INV50074,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,0.0m,13-Oct-2028,3615
INV50075,Vehicle tow away and impound services,Nationwide Towing Services,179009.33,14 September 2029,3585
INV50076,Tree management maintenance services,Citywide Service Solutions P/L,90349.35,2025-04-17,3678
INV50077,Building maintenance services,Programmed Facility Management Pty Ltd,"$241,613.92",,3630
INV50078,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AUS),231819.62,22 July 2027,3668
INV50079,Building cleaning services,Menzies Intl (Aust) Pty Ltd,78611.31,24 February 2026,3634
INV50080,Parking technology services,REINO INTERNATIONAL PTY LTD T/A DUNCAN SOLUTIONS,"$185,036.86",30/06/2028,3623
INV50081,Building cleaning services,Menzies Intl (Aust) Pty Ltd,208462.27,10/09/2026,3634
INV50082,Building maintenance services,programmed facility management pty ltd,242474.82,27/08/2025,3630
INV50083,Civil infrastructure services,citywide service solutions pty ltd,"$247,209.68",,3665
INV50084,Melbourne Town Hall venue management,Showtime,160107.23,26 May 2029,3670
