InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV326001,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,0.1m,16-Oct-2028,3668
INV326002,Open spaces management - region 2,Serco,72311.63 AUD,23 November 2029,3677
INV326003,Building cleaning services,Menzies International (Aust) Pty Ltd,1164.23,2029-12-27,3634
INV326004,Civil infrastructure services,Citywide Service Solutions Pty Ltw,"$76,174.16",24/06/2029, 
INV326005,Civil infrastructure services,Citywide Service Solutions P/L,0.2m,27/08/05,3665
INV326006,Street cleaning,Spotless Facility,1021.8,29-Dec-2025,3669
INV326007,Civil infrastructure services,Citywide Service Solutions Pty Ltd,70370.65 AUD,25/12/08,3665
INV326008,Waste management services,Cleanaway Waste Management Limited,29598.66,19-Jun-2027,3556
INV326009,Street cleaning,Spotless Facility Services Pty Ltd,"$148,518.44",2027-11-08,3669
INV326010,Street cleaning,spotless facility services pty ltd,87010.1,2026-05-08,3669
INV326011,Open spaces management - region 2,SERCO,148695.3 AUD,15-Mar-2029,3677
INV326012,Open spaces management - region 1,Citywide Service Solutions P/L,14256.25 AUD,09 June 2026,3676
INV326013,Waste management services,Cleanaway Waste Management LTD,116884.12,2027-03-20,3556
INV326014,Vehicle tow away and impound services,Nationwide Towing Services (AUS),"$202,323.4",26 July 2026,3585
INV326015,Building cleaning services,Menzies International (Aust) P/L,207013.48,22 June 2029, 
INV326016,Street cleaning,SPOTLESS FACILITY SERVICES PTY LTD,66209.61 AUD,28/01/20,3669
INV326017,Building cleaning services,Menzies,"$204,670.72",20/09/2029,3634
INV326018,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions (AUS),16834.61 AUD,09/09/2025,3623
INV326019,Vehicle tow away and impound services,Naoionwide Towing Services,0.2m,2028-06-22,3585
INV326020,Melbourne Town Hall venue management,showtime event group pty ltd,"$40,141.98",2028-08-15,3670
INV326021,Integrated security services,NATIONAL PROTECTIVE SERVICES PTY LTD,167563.41,2029-10-17,3686
INV326022,Open spaces management - region 1,CitywideServiceSolutionsPtyLtd,58697.42 AUD,29/12/07,3676
INV326023,Building cleaning services,Menzies International (Aust) Pty Ltd,70570.25,09/04/2027,3634
INV326024,Open spaces management - region 2,Serco,,08-May-2029,3677
INV326025,Open spaces management - region 2,Serco,0.1m,26/03/01,3677
INV326026,Civil infrastructure services,Citywide  Service  Solutions  Pty  Ltd,82246.87,12/05/2029,3665
INV326027,Parking technology services,eeino International Pty Ltd T/A Duncan Solutions,118786.67 AUD,29/03/31,3623
INV326028,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,"$248,829.42",25-Aug-2026,3676
INV326029,Open spaces management - region 1,CITYWIDE SERVICE SOLUTIONS PTY LTD,0.1m,28/03/2026,3676
INV326030,Civil infrastructure services,Citywide,"$96,315.12",30-Mar-2026,3665
INV326031,Civil infrastructure services,CitywideServiceSolutionsPtyLtd,0.2m,20/10/2025,3665
INV326032,Building maintenance services,programmed facility management pty ltd,190549.43,26/08/26,3630
INV326033,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd,60589.25 AUD,31 May 2027,3668
INV326034,Street cleaning,Spotless Facility Services Pty Ltd,"$57,282.82",17/11/2028,3669
INV326035,Management of Active Melbourne recreation facilities,victorian ymca community programming pty ltd,"$244,633.95",2025-05-31,3615
INV326036,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,209560.97 AUD,29/12/17,3623
INV326037,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,115183.12 AUD,29/08/03,3676
INV326038,Graffiti management and pressure cleaning services,Calcorp  Services  Pty  Ltd,0.2m,03/11/2026,3668
INV326039,Tree management maintenance services,Citywide Service Solutions Pty Ltd,64572.68,11/02/2027,3678
INV326040,Waste management services,Cleanaway Waste Management Limited (AUS),0.1m,22/10/2027,3556
INV326041,Open spaces management - region 2,SuRCO,"$40,316.71",29 November 2028,3677
