InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV289001,Street cleaning,Spotless Facility Services Pty Ltd,183949.94 AUD,29/09/10,3669
INV289002,Tree management maintenance services,CitywideaService Solutions Pty Ltd,178667.41 AUD,26/01/06,3678
INV289003,Waste management services,Cleanaway Waste M,15298.39 AUD,20-Dec-2029,3556
INV289004,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,11732.34 AUD,2028-10-21,3670
INV289005,Open spaces management - region 1,Citywide  Service  Solutions  Pty  Ltd,0.2m,26/07/08,3676
INV289006,Open spaces management - region 1,Citywide Service ,238392.94 AUD,25/02/27,3676
INV289007,Building maintenance services,Victorian YMCA Community Programming P/L,0.2m,04/05/2027,3615
INV289008,Integrated security services,NationalProtectiveServicesPtyLtd,221472.1,04/09/2026,3686
INV289009,Vehicle tow away and impound services,Nationwide Towing Services (AUS),86207.34 AUD,25/06/05,3585
INV289010,Open spaces management - region 2,SERCO,0.1m,27-Jun-2026,3677
INV289011,Integrated security services,National Protective Services Pty Ltd (AU),141670.83,2025-11-19,3686
INV289012,Graffiti management and pressure cleaning services,Calcorp Services Pty Ltd (AU),69936.01,16-Oct-2026,3668
INV289013,Vehicle tow away and impound services,NationwideTowingServices,99286.04,26-Feb-2025,3585
INV289014,Open spaces management - region 2,SERCO,0.2m,21 December 2027,3677
INV289015,Vehicle tow away and impound services,Nationwide To,"$134,300.11",13 July 2025,3585
INV289016,Open spaces management - region 2,SERCO,"$52,059.37",04/10/2028,3677
INV289017,Street cleaning,Spotless Facility Services Pty Ltd,"$234,271.06",2027-09-19,3669
INV289018,Waste management services,Cleanaway Waste M,194881.95,26/10/10,3556
INV289019,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,170050.4 AUD,11/12/2028,3623
INV289020,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AU),2193.67,09/05/2025,3676
INV289021,Integrated security services,National Protective Services Pty Ltd (AU),0.1m,21 January 2026,3686
INV289022,Open spaces management - region 1,Citywide,0.2m,19 November 2025,3676
INV289023,Vehicle tow away and impound services,nationwide towing services,"$77,221.24",26/08/08,3585
INV289024,Melbourne Town Hall venue management,showtime event group pty ltd,68289.25 AUD,28/10/09,3670
INV289025,Open spaces management - region 1,Citywide Service Solutions P/L,242053.67,16-Jun-2029,3676
INV289026,Melbourne Town Hall venue management,SHOWTIME EVENT GROUP PTY LTD,122987.94 AUD,03/10/2028,3670
INV289027,Graffiti management and pressure cleaning services,spotless facility services pty ltd,77306.75,16 June 2026,3669
INV289028,Building maintenance services,Programmed Facility Mgmt Pty Ltd,196894.76 AUD,15/09/2029,3630
INV289029,Vehicle tow away and impound services,Nationwide Towing Services (AU),0.0m,2027-08-26,3585
INV289030,Melbourne Town Hall venue management,Showtime  Event  Group  Pty  Ltd,"$230,508.32",11/05/2029,3670
INV289031,Building maintenance services,Programmed Facility Management P/L,"$198,989.77",25/11/2025, 
INV289032,Melbourne Town Hall venue management,Showtime Event Group Pty. Ltd.,0.0m,20-Nov-2026,3670
INV289033,Vehicle tow away and impound services,Citywide Service ,0.2m,27-Oct-2026,3678
INV289034,Graffiti management and pressure cleaning services,Calcorp Servicws Pty Ltd,77980.05,2029-07-18,3668
INV289035,Integrated security services,National Protectiv,145642.39 AUD,09 August 2026,3686
INV289036,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),"$129,899.26",21/06/2025,3665
INV289037,Civil infrastructure services,Citywide Service Solutions Pty Ltd,49211.43,02/02/2025,3665
INV289038,Open spaces management - region 2,Serco,29207.83,2025-08-19,3677
INV289039,Waste management services,Cleanaway Waste Management Limited,210671.9,25/04/19, 
INV289040,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,91172.1 AUD,26-Jul-2028,3670
INV289041,Waste management services,Cleanaway  Waste  Management  Limited,"$102,262.37",04/05/2028,3556
INV289042,Waste management services,cleanaway waste management limited,115982.27 AUD,02/02/2026,3556
INV289043,Tree management maintenance services,Citywide Service Solutions Pty Ltd (AUS),0.0m,31 March 2029,3678
INV289044,Tree management maintenance services,Citywide Service Solutions Pty. Ltd.,"$60,117.57",2025-06-19,3678
INV289045,Building maintenance services,ProgrammedFacilityManagementPtyLtd,,23/06/2028,3630
INV289046,Melbourne Town Hall venue management,Showtime Event Group Pty Ltd,"$110,122.08",29/07/2026,3670
INV289047,Civil infrastructure services,Citywide Service Solutions Pty. Ltd.,0.2m,03/03/2029,3665
INV289048,Tree management maintenance services,citywide service solutions pty ltd,1965.22,03/09/2028,3678
INV289049,Vehicle tow away and impound services,Nationwide Towing Services (AU),238578.8,14-Feb-2025,3585
INV289050,Building maintenance services,ProgrammedFacilityManagementPtyLtd,159226.0,01/11/2027,3630
INV289051,Building cleaning services,Menzies International (Aust) Pty Ltd (AUS),196992.96,2027-07-19,3634
INV289052,Vehicle tow away and impound services,NATIONWIDE TOWING SERVICES,"$171,831.28",22/09/2025,3585
INV289053,Street cleaning,Spotleys Facility Services Pty Ltd,64404.58,22/01/2025,3669
INV289054,Vehicle tow away and impound services,nationwide towing services,208309.72 AUD,08-Nov-2028,3585
INV289055,Street cleaning,Spotless Facility,59364.18 AUD,24 November 2027,3669
INV289056,Parking technology services,Reino  International  Pty  Ltd  T/A  Duncan  Solutions,"$25,352.69",24/12/2027,3623
INV289057,Street cleaning,Spotless,0.2m,09-Nov-2025,3669
INV289058,Graffiti management and pressure cleaning services,Calcorp Serv,165281.58,10 August 2028,3668
INV289059,Civil infrastructure services,Citywide Service Solutions P/L,219573.67,2028-01-02,3665
INV289060,Waste management services,Cleanaway Waste Management Limited (AUS),"$63,340.74",2029-11-01,3556
INV289061,Waste management services,Cleanaway Waste Management Limited,138610.61,15-Feb-2028,3556
INV289062,Open spaces management - region 1,Citywide Service Solitions Pty Ltd,0.1m,11-Sep-2027,3676
INV289063,Street cleaning,Spotless Facilitz Services Pty Ltd,31915.31,30/12/2029,3669
INV289064,Building cleaning services,Menzies Intl (Aust) Pty Ltd,"$58,639.0",27/01/2027, 
INV289065,Open spaces management - region 1,Citywide,"$63,767.11",04/05/2026,3676
INV289066,Vehicle tow away and impound services,PROGRAMMED FACILITY MANAGEMENT PTY LTD,168761.27,06/11/2029,3630
INV289067,Waste management services,Cleanaway  Waste  Management  Limited,"$138,712.9",24-Jun-2026,3556
INV289068,Integrated security services,National  Protective  Services  Pty  Ltd,15179.28,02/12/2027, 
INV289069,Open spaces management - region 2,SERCO,0.1m,30/10/2028,3677
INV289070,Civil infrastructure services,Citywide Service Solutions Poy Ltd,216222.99,24/03/2027,3665
INV289071,Waste management services,Cleanaway Waste Management Ltd,0.2m,27-Dec-2028,3556
INV289072,Building cleaning services,Menzies International (Aust) Pty Ltd,0.1m,29/11/2026,3634
INV289073,Open spaces management - region 2,SERCO,150216.19,19/09/2028,3677
INV289074,Integrated security services,National Protectiv,,17/05/2028,3686
INV289075,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions (AUS),190755.81 AUD,01/04/2025,3623
INV289076,Open spaces management - region 1,Citywide Service Solutions Pty Ltd (AUS),36910.29 AUD,2029-08-18,3676
INV289077,Parking technology services,ReinoInternationalPtyLtdT/ADuncanSolutions,"$188,682.75",07-Jun-2027,3623
INV289078,Waste management services,Cleanaway,243366.54,30/08/2028,3556
INV289079,Open spaces management - region 1,Citywide Service Solutions Pty Ltd,104565.63,03 May 2025,3665
INV289080,Vehicle tow away and impound services,Nationwide Towing Services (AUS),127425.55,2028-12-10,3585
INV289081,Open spaces management - region 2,SERCO,235337.36,26 July 2028,3677
INV289082,Parking technology services,Reino International Pty. Ltd. T/A Duncan Solutions,"$103,173.17",30 October 2026,3623
INV289083,Open spaces management - region 2,SERCk,231554.9,25/08/13,3677
INV289084,Graffiti management and pressure cleaning services,Calcorp,38707.83 AUD,2026-07-25,3668
INV289085,Waste management services,Cleanaway Waste Management Limited (AU),223167.12,17 April 2028, 
INV289086,Building cleaning services,menzies international (aust) pty ltd,64138.6,28/08/20,3634
INV289087,Open spaces management - region 1,Citywide Service Solutions Pty. Ltd.,120202.28,07/06/2029,3676
INV289088,Management of Active Melbourne recreation facilities,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,"$238,887.2",25/05/05,3615
INV289089,Vehicle tow away and impound services,Nationwide Towing Services (AU),178152.15,23-Feb-2028,3585
INV289090,Building maintenance services,Programmed Facility Management Pty. Ltd.,207809.46,16-Jun-2027,3630
