InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV212001,Tree management maintenance services,CITYWIDE SERVICE SOLUTIONS PTY LTD,232362.12,23-Apr-2029,3678
INV212002,Tree management maintenance services,Citywide Service Solutions Pty Lto,216495.35 AUD,30/10/2028,3678
INV212003,Building cleaning services,Menzies International (Aust) Pty Ltd,48045.8,15-Dec-2026,3634
INV212004,Building maintenance services,ProgrammedFacilityManagementPtyLtd,10251.29 AUD,10/05/2026,3630
INV212005,Parking technology services,Reino International P/L T/A Duncan Solutions,231818.5 AUD,02-Aug-2029,3623
INV212006,Vehicle tow away and impound services,Nationwide Towing Services (AU),210087.46,30 January 2029,3585
INV212007,Vehicle tow away and impound services,Nationwide To,"$215,649.24",2026-01-28,3585
INV212008,Open spaces management - region 2,SERCO,82601.72,18/09/2029,3677
INV212009,Waste management services,CLEANAWAY WASTE MANAGEMENT LIMITED,"$51,194.84",11 May 2027,3556
INV212010,Street cleaning,Spotless Facility Services Pty Ltd,23528.92,2027-08-27,3669
INV212011,Open spaces management - region 1,Citywide Service Solutions P/L,202842.28,2025-11-23,3676
INV212012,Parking technology services,Reino,0.1m,29/04/05,3623
INV212013,Building cleaning services,Menzies Internatio,"$142,021.75",12/09/2028,3634
INV212014,Graffiti management and pressure cleaning services,CALCORP SERVICES PTY LTD,15363.45,17 August 2029,3668
INV212015,Building maintenance services,Programmed Facility Management Pty Ltd (AUS),"$103,447.13",07/07/2027,3630
INV212016,Vehicle tow away and impound services,Nationwide To,64278.34 AUD,21-May-2025,3585
INV212017,Integrated security services,Menzies International (Aust) Pty Ltd,119172.18,28/12/2025,3634
INV212018,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AU),0.2m,29/05/09,3665
INV212019,Civil infrastructure services,Citywide Service Solutions Pty Ltd (AUS),157348.35 AUD,03/06/2028,3665
INV212020,Civil infrastructure services,CITYWIDE SERVICE SOLUTIONS PTY LTD,226176.58 AUD,28/09/17,3665
INV212021,Graffiti management and pressure cleaning services,Calcorp Services Pty. Ltd.,16037.77 AUD,18/08/2026,3668
INV212022,Vehicle tow away and impound services,Nationwide Towing Services (AU),0.1m,26/11/18,3585
INV212023,Tree management maintenance services,Citywide Service Solutions Pty. Ltd.,105027.43,2027-05-27, 
INV212024,Vehicle tow away and impound services,Nationwide Towing Services,173668.23,11/10/2028,3585
INV212025,Building maintenance services,Programmed Facility Management Pty Ltd,0.0m,29/07/01,3630
INV212026,Civil infrastructure services,Citywide Service ,36619.15,14 September 2027,3665
INV212027,Street cleaning,SpotlessFacilityServicesPtyLtd,"$55,937.41",28 July 2026, 
INV212028,Waste management services,CleanawayWasteManagementLimited,"$191,081.92",25/07/13,3556
INV212029,Building cleaning services,Menzies International (Aust) Pty Ltd (AU),233417.65 AUD,27/12/2026, 
INV212030,Integrated security services,National,"$132,978.63",26-Apr-2028,3686
INV212031,Building maintenance services,Programmed  Facility  Management  Pty  Ltd,80739.78,14/02/2028,3630
INV212032,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming Pty Ltd,0.1m,10-May-2027,3615
INV212033,Building cleaning services,menzies international (aust) pty ltd,136620.2,29/03/2029,3634
INV212034,Civil infrastructure services,citywide service solutions pty ltd,11533.61,28-Nov-2027,3665
INV212035,Parking technology services,Reino International Pty Ltd T/A Duncan Solutions,"$22,492.08",26/01/19,3623
INV212036,Integrated security services,National Protective Services Pty Ltd,96320.45,25/01/26,3686
INV212037,Vehicle tow away and impound services,Nationwide Towing Services (AUS),202613.82 AUD,16/12/2027,3585
INV212038,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,1726.1 AUD,26/11/2025,3615
INV212039,Vehicle tow away and impound services,Nationwide Towing Services,0.2m,05/10/2028,3585
INV212040,Parking technology services,Reino International P/L T/A Duncan Solutions,115283.32,02 May 2028,3623
INV212041,Tree management maintenance services,Citywide Service Solutions Pty Ltd,8364.44,14/07/2029,3678
INV212042,Graffiti management and pressure cleaning services,Showtime Event Group Pty Ltd,192575.8 AUD,26/06/23,3670
INV212043,Tree management maintenance services,Citywide  Service  Solutions  Pty  Ltd,"$186,090.08",10-Jun-2026,3678
INV212044,Tree management maintenance services,Citywide,105530.11,29/10/23,3678
