InvoiceID,ContractTitle,Provider,InvoiceAmount,InvoiceDate,ContractNumber
INV31001,Management of Active Melbourne recreation facilities,Victorian YMCA Community Programming P/L,22217.82,24/08/2029,3615
INV31002,Integrated security services,Nationsl Protective Services Pty Ltd,132681.27,08 June 2025,3686
INV31003,Waste management services,Menzies  International  (Aust)  Pty  Ltd,106647.31,20/04/2026,3634
INV31004,Open spaces management - region 2,SERCO,0.1m,11/03/2027,3677
INV31005,Open spaces management - region 2,SERCO,"$209,007.96",14/10/2029,3677
INV31006,Parking technology services,Reino International Pty Ltd T/A Duncdn Solutions,"$129,174.43",28/08/20,3623
INV31007,Building cleaning services,Menzies  International  (Aust)  Pty  Ltd,"$89,692.11",06/07/2027,3634
INV31008,Parking technology services,Reino,227664.94,12/11/2026,3623
INV31009,Waste management services,Cleanaway Waste Management Limited,0.2m,16 April 2025,3556
INV31010,Building maintenance services,Programmed Facility Mgmt Pty Ltd,0.0m,08-Aug-2026,3630
INV31011,Building cleaning services,Menzies Internatio,"$65,479.38",2025-06-27,3634
INV31012,Parking technology services,Reino International P/L T/A Duncan Solutions,28289.96,13 February 2025,3623
INV31013,Building maintenance services,Programmed Facility Management Pty Ltd (AU),111742.22,19 August 2025,3630
INV31014,Management of Active Melbourne recreation facilities,Programmed,42271.03,19/01/2025,3630
INV31015,Management of Active Melbourne recreation facilities,Victorian YMCA Communi,0.2m,05 January 2025,3615
INV31016,Melbourne Town Hall venue management,Showtime Event Group P/L,"$48,525.13",06/05/2025,3670
INV31017,Open spaces management - region 2,SERCO,21693.52 AUD,24-Dec-2028,3677
INV31018,Waste management services,Cleanaway Waste Mgmt Limited,111445.59 AUD,29/07/2029,3556
INV31019,Integrated security services,National Protective Services Pty Ltd,0.1m,02-Jul-2029,3686
INV31020,Street cleaning,Spotless Facility Services Pty Ltd,213562.0 AUD,09-Jan-2025,3669
INV31021,Parking technology services,ReinoInternationalPtyLtdT/ADuncanSolutions,71518.81,2028-07-25,3623
INV31022,Waste management services,Cleanaway Waste Management Ltd,227400.03 AUD,10-Apr-2029,3556
INV31023,Civil infrastructure services,victorian ymca community programming pty ltd,246319.88 AUD,05/03/2026,3615
INV31024,Management of Active Melbourne recreation facilities,Victorian YMCA Communiyy Programming Pty Ltd,"$210,444.48",2029-06-19,3615
INV31025,Melbourne Town Hall venue management,ShowtimeEventGroupPtyLtd,16528.61,12-Oct-2026,3670
INV31026,Melbourne Town Hall venue management,Showtime Event Group P/L,128932.27,2027-04-12,3670
INV31027,Open spaces management - region 2,SERCO,217352.02,04 September 2026,3677
INV31028,Integrated security services,NATIONAL PROTECTIVE SERVICES PTY LTD,201762.66,2026-12-28,3686
INV31029,Parking technology services,REINO INTERNATIONAL PTY LTD T/A DUNCAN SOLUTIONS,89651.84,30/06/2029,3623
INV31030,Building cleaning services,Menzies Int’l (Aust) Pty Ltd,"$211,275.01",01 July 2029,3634
INV31031,Open spaces management - region 2,Menzies International (Aust) Pty Ltd,160250.69,19/05/2027,3634
INV31032,Management of Active Melbourne recreation facilities,Victorian Ymca Community Programming Pty Ltd,124962.13,26/12/28,3615
INV31033,Building cleaning services,Menzies Int’l (Aust) Pty Ltd,"$221,188.77",20-Oct-2028,3634
INV31034,Building cleaning services,Menzies Int’l (Aust) Pty Ltd,94883.16,2025-02-21,3634
INV31035,Tree management maintenance services,Citywide,"$28,584.6",12/02/2028,3678
INV31036,Waste management services,Cleanaway  Waste  Management  Limited,0.1m,02-Jun-2028,3556
INV31037,Civil infrastructure services,Citywide Service Solutions Pty Ltd,94930.91,2026-03-19,3665
INV31038,Tree management maintenance services,CitywideServiceSolutionsPtyLtd,52418.75,14/06/2028,3678
INV31039,Melbourne Town Hall venue management,ShowtimeEventGroupPtyLtd,40597.6,04-Feb-2027,3670
INV31040,Integrated security services,National Protective Services P/L,116389.6 AUD,28/07/12,3686
INV31041,Building maintenance services,programmed facility management pty ltd,119401.65 AUD,16-Dec-2027,3630
